date,sku_id,daypart,sku_name,sku_category,base_quantity_sold,avg_unit_price,outlet_id,outlet_factor,daypart_factor,estimated_true_demand,actual_sales,day_of_week,is_weekend,month,week_of_year,day_of_year,lag_7,lag_30,rolling_mean_7,rolling_mean_30
2022-06-13,butter_croissant,midday,Butter Croissant,Pastry,1,1.5,klcc_mall,1.2,1.0,1,1,0,0,6,24,164,6.0,5.0,10.428571428571429,6.5
2022-06-14,butter_croissant,midday,Butter Croissant,Pastry,11,1.2374999999999998,klcc_mall,1.2,1.0,14,14,1,0,6,24,165,8.0,5.0,9.714285714285714,6.366666666666666
2022-06-15,butter_croissant,midday,Butter Croissant,Pastry,3,1.325,klcc_mall,1.2,1.0,4,4,2,0,6,24,166,1.0,0.0,10.571428571428571,6.666666666666667
2022-06-16,butter_croissant,midday,Butter Croissant,Pastry,5,1.2899999999999998,klcc_mall,1.2,1.0,6,6,3,0,6,24,167,6.0,1.0,11.0,6.8
2022-06-17,butter_croissant,midday,Butter Croissant,Pastry,1,1.15,klcc_mall,1.2,1.0,1,1,4,0,6,24,168,7.0,6.0,11.0,6.966666666666667
2022-06-18,butter_croissant,midday,Butter Croissant,Pastry,4,1.15,klcc_mall,1.2,1.0,5,5,5,1,6,24,169,4.0,5.0,10.142857142857142,6.8
2022-06-19,butter_croissant,midday,Butter Croissant,Pastry,4,1.5,klcc_mall,1.2,1.0,4,4,6,1,6,24,170,41.0,0.0,10.285714285714286,6.8
2022-06-20,butter_croissant,midday,Butter Croissant,Pastry,6,1.15,klcc_mall,1.2,1.0,8,8,0,0,6,25,171,1.0,5.0,5.0,6.933333333333334
2022-06-21,butter_croissant,midday,Butter Croissant,Pastry,2,1.15,klcc_mall,1.2,1.0,2,2,1,0,6,25,172,14.0,1.0,6.0,7.033333333333333
2022-06-22,butter_croissant,midday,Butter Croissant,Pastry,7,1.15,klcc_mall,1.2,1.0,9,9,2,0,6,25,173,4.0,0.0,4.285714285714286,7.066666666666666
2022-06-23,butter_croissant,midday,Butter Croissant,Pastry,3,1.2666666666666666,klcc_mall,1.2,1.0,4,4,3,0,6,25,174,6.0,0.0,5.0,7.366666666666666
2022-06-24,butter_croissant,midday,Butter Croissant,Pastry,5,1.15,klcc_mall,1.2,1.0,6,6,4,0,6,25,175,1.0,5.0,4.714285714285714,7.5
2022-06-25,butter_croissant,midday,Butter Croissant,Pastry,6,1.2374999999999998,klcc_mall,1.2,1.0,8,8,5,1,6,25,176,5.0,11.0,5.428571428571429,7.533333333333333
2022-06-26,butter_croissant,midday,Butter Croissant,Pastry,3,1.5,klcc_mall,1.2,1.0,4,4,6,1,6,25,177,4.0,20.0,5.857142857142857,7.433333333333334
2022-06-27,butter_croissant,midday,Butter Croissant,Pastry,2,1.15,klcc_mall,1.2,1.0,2,2,0,0,6,26,178,8.0,1.0,5.857142857142857,6.9
2022-06-28,butter_croissant,midday,Butter Croissant,Pastry,2,1.5,klcc_mall,1.2,1.0,2,2,1,0,6,26,179,2.0,8.0,5.0,6.933333333333334
2022-06-29,butter_croissant,midday,Butter Croissant,Pastry,0,1.6,klcc_mall,1.2,1.0,0,0,2,0,6,26,180,9.0,0.0,5.0,6.733333333333333
2022-06-30,butter_croissant,midday,Butter Croissant,Pastry,3,1.2,klcc_mall,1.2,1.0,4,4,3,0,6,26,181,4.0,5.0,3.7142857142857144,6.733333333333333
2022-07-01,butter_croissant,midday,Butter Croissant,Pastry,8,1.3333333333333333,klcc_mall,1.2,1.0,10,10,4,0,7,26,182,6.0,10.0,3.7142857142857144,6.7
2022-07-02,butter_croissant,midday,Butter Croissant,Pastry,3,1.4666666666666668,klcc_mall,1.2,1.0,4,4,5,1,7,26,183,8.0,7.0,4.285714285714286,6.7
2022-07-03,butter_croissant,midday,Butter Croissant,Pastry,14,1.2666666666666666,klcc_mall,1.2,1.0,17,17,6,1,7,26,184,4.0,9.0,3.7142857142857144,6.6
2022-07-04,butter_croissant,midday,Butter Croissant,Pastry,2,1.2,klcc_mall,1.2,1.0,3,3,0,0,7,27,185,2.0,5.0,5.571428571428571,6.866666666666666
2022-07-05,butter_croissant,midday,Butter Croissant,Pastry,0,1.6,klcc_mall,1.2,1.0,0,0,1,0,7,27,186,2.0,13.0,5.714285714285714,6.8
2022-07-06,butter_croissant,midday,Butter Croissant,Pastry,2,1.6,klcc_mall,1.2,1.0,3,3,2,0,7,27,187,0.0,6.0,5.428571428571429,6.366666666666666
2022-07-07,butter_croissant,midday,Butter Croissant,Pastry,4,1.3333333333333333,klcc_mall,1.2,1.0,4,4,3,0,7,27,188,4.0,8.0,5.857142857142857,6.266666666666667
2022-07-08,butter_croissant,midday,Butter Croissant,Pastry,1,1.6,klcc_mall,1.2,1.0,1,1,4,0,7,27,189,10.0,1.0,5.857142857142857,6.133333333333334
2022-07-09,butter_croissant,midday,Butter Croissant,Pastry,4,1.2,klcc_mall,1.2,1.0,5,5,5,1,7,27,190,4.0,6.0,4.571428571428571,6.133333333333334
2022-07-10,butter_croissant,midday,Butter Croissant,Pastry,4,1.4,klcc_mall,1.2,1.0,5,5,6,1,7,27,191,17.0,7.0,4.714285714285714,6.1
2022-07-11,butter_croissant,midday,Butter Croissant,Pastry,3,1.2,klcc_mall,1.2,1.0,4,4,0,0,7,28,192,3.0,4.0,3.0,6.033333333333333
2022-07-12,butter_croissant,midday,Butter Croissant,Pastry,10,1.2666666666666666,klcc_mall,1.2,1.0,12,12,1,0,7,28,193,0.0,41.0,3.142857142857143,6.033333333333333
2022-07-13,butter_croissant,midday,Butter Croissant,Pastry,1,1.2,klcc_mall,1.2,1.0,1,1,2,0,7,28,194,3.0,1.0,4.857142857142857,5.066666666666666
2022-07-14,butter_croissant,midday,Butter Croissant,Pastry,17,1.2,klcc_mall,1.2,1.0,18,18,3,0,7,28,195,4.0,14.0,4.571428571428571,5.066666666666666
2022-07-15,butter_croissant,midday,Butter Croissant,Pastry,0,1.6,klcc_mall,1.2,1.0,0,0,4,0,7,28,196,1.0,4.0,6.571428571428571,5.2
2022-07-16,butter_croissant,midday,Butter Croissant,Pastry,6,1.3333333333333333,klcc_mall,1.2,1.0,7,7,5,1,7,28,197,5.0,6.0,6.428571428571429,5.066666666666666
2022-07-17,butter_croissant,midday,Butter Croissant,Pastry,28,1.35,klcc_mall,1.2,1.0,32,32,6,1,7,28,198,5.0,1.0,6.714285714285714,5.1
2022-07-18,butter_croissant,midday,Butter Croissant,Pastry,4,1.2,klcc_mall,1.2,1.0,6,6,0,0,7,29,199,4.0,5.0,10.571428571428571,6.133333333333334
2022-07-19,butter_croissant,midday,Butter Croissant,Pastry,4,1.3333333333333333,klcc_mall,1.2,1.0,5,5,1,0,7,29,200,12.0,4.0,10.857142857142858,6.166666666666667
2022-07-20,butter_croissant,midday,Butter Croissant,Pastry,8,1.4,klcc_mall,1.2,1.0,9,9,2,0,7,29,201,1.0,8.0,9.857142857142858,6.2
2022-07-21,butter_croissant,midday,Butter Croissant,Pastry,10,1.2,klcc_mall,1.2,1.0,10,10,3,0,7,29,202,18.0,2.0,11.0,6.233333333333333
2022-07-22,butter_croissant,midday,Butter Croissant,Pastry,15,1.2,klcc_mall,1.2,1.0,16,16,4,0,7,29,203,0.0,9.0,9.857142857142858,6.5
2022-07-23,butter_croissant,midday,Butter Croissant,Pastry,3,1.3333333333333333,klcc_mall,1.2,1.0,4,4,5,1,7,29,204,7.0,4.0,12.142857142857142,6.733333333333333
2022-07-24,butter_croissant,midday,Butter Croissant,Pastry,9,1.3333333333333333,klcc_mall,1.2,1.0,11,11,6,1,7,29,205,32.0,6.0,11.714285714285714,6.733333333333333
2022-07-25,butter_croissant,midday,Butter Croissant,Pastry,10,1.28,klcc_mall,1.2,1.0,14,14,0,0,7,30,206,6.0,8.0,8.714285714285714,6.9
2022-07-26,butter_croissant,midday,Butter Croissant,Pastry,4,1.3333333333333333,klcc_mall,1.2,1.0,5,5,1,0,7,30,207,5.0,4.0,9.857142857142858,7.1
2022-07-27,butter_croissant,midday,Butter Croissant,Pastry,5,1.4666666666666668,klcc_mall,1.2,1.0,7,7,2,0,7,30,208,9.0,2.0,9.857142857142858,7.133333333333334
2022-07-28,butter_croissant,midday,Butter Croissant,Pastry,4,1.2,klcc_mall,1.2,1.0,5,5,3,0,7,30,209,10.0,2.0,9.571428571428571,7.3
2022-07-29,butter_croissant,midday,Butter Croissant,Pastry,9,1.3333333333333333,klcc_mall,1.2,1.0,12,12,4,0,7,30,210,16.0,0.0,8.857142857142858,7.4
2022-07-30,butter_croissant,midday,Butter Croissant,Pastry,3,1.3333333333333333,klcc_mall,1.2,1.0,4,4,5,1,7,30,211,4.0,4.0,8.285714285714286,7.8
2022-07-31,butter_croissant,midday,Butter Croissant,Pastry,17,1.28,klcc_mall,1.2,1.0,21,21,6,1,7,30,212,11.0,10.0,8.285714285714286,7.8
2022-08-01,butter_croissant,midday,Butter Croissant,Pastry,0,1.6,klcc_mall,1.2,1.0,0,0,0,0,8,31,213,14.0,4.0,9.714285714285714,8.166666666666666
2022-08-02,butter_croissant,midday,Butter Croissant,Pastry,6,1.4,klcc_mall,1.2,1.0,7,7,1,0,8,31,214,5.0,17.0,7.714285714285714,8.033333333333333
2022-08-03,butter_croissant,midday,Butter Croissant,Pastry,5,1.2,klcc_mall,1.2,1.0,6,6,2,0,8,31,215,7.0,3.0,8.0,7.7
2022-08-04,butter_croissant,midday,Butter Croissant,Pastry,5,1.3599999999999999,klcc_mall,1.2,1.0,6,6,3,0,8,31,216,5.0,0.0,7.857142857142857,7.8
2022-08-05,butter_croissant,midday,Butter Croissant,Pastry,1,1.2,klcc_mall,1.2,1.0,1,1,4,0,8,31,217,12.0,3.0,8.0,8.0
2022-08-06,butter_croissant,midday,Butter Croissant,Pastry,8,1.3333333333333333,klcc_mall,1.2,1.0,11,11,5,1,8,31,218,4.0,4.0,6.428571428571429,7.933333333333334
2022-08-07,butter_croissant,midday,Butter Croissant,Pastry,18,1.3142857142857143,klcc_mall,1.2,1.0,20,20,6,1,8,31,219,21.0,1.0,7.428571428571429,8.166666666666666
2022-08-08,butter_croissant,midday,Butter Croissant,Pastry,2,1.6,klcc_mall,1.2,1.0,3,3,0,0,8,32,220,0.0,5.0,7.285714285714286,8.8
2022-08-09,butter_croissant,midday,Butter Croissant,Pastry,1,1.2,klcc_mall,1.2,1.0,1,1,1,0,8,32,221,7.0,5.0,7.714285714285714,8.733333333333333
2022-08-10,butter_croissant,midday,Butter Croissant,Pastry,1,1.2,klcc_mall,1.2,1.0,1,1,2,0,8,32,222,6.0,4.0,6.857142857142857,8.6
2022-08-11,butter_croissant,midday,Butter Croissant,Pastry,5,1.4666666666666668,klcc_mall,1.2,1.0,6,6,3,0,8,32,223,6.0,12.0,6.142857142857143,8.5
2022-08-12,butter_croissant,midday,Butter Croissant,Pastry,8,1.2,klcc_mall,1.2,1.0,9,9,4,0,8,32,224,1.0,1.0,6.142857142857143,8.3
2022-08-13,butter_croissant,midday,Butter Croissant,Pastry,11,1.3,klcc_mall,1.2,1.0,10,10,5,1,8,32,225,11.0,18.0,7.285714285714286,8.566666666666666
2022-08-14,butter_croissant,midday,Butter Croissant,Pastry,18,1.2888888888888888,klcc_mall,1.2,1.0,22,22,6,1,8,32,226,20.0,0.0,7.142857142857143,8.3
2022-08-15,butter_croissant,midday,Butter Croissant,Pastry,7,1.2,klcc_mall,1.2,1.0,9,9,0,0,8,33,227,3.0,7.0,7.428571428571429,9.033333333333333
2022-08-16,butter_croissant,midday,Butter Croissant,Pastry,6,1.3,klcc_mall,1.2,1.0,8,8,1,0,8,33,228,1.0,32.0,8.285714285714286,9.1
2022-08-17,butter_croissant,midday,Butter Croissant,Pastry,3,1.4,klcc_mall,1.2,1.0,3,3,2,0,8,33,229,1.0,6.0,9.285714285714286,8.3
2022-08-18,butter_croissant,midday,Butter Croissant,Pastry,1,1.6,klcc_mall,1.2,1.0,1,1,3,0,8,33,230,6.0,5.0,9.571428571428571,8.2
2022-08-19,butter_croissant,midday,Butter Croissant,Pastry,7,1.2,klcc_mall,1.2,1.0,9,9,4,0,8,33,231,9.0,9.0,8.857142857142858,8.066666666666666
2022-08-20,butter_croissant,midday,Butter Croissant,Pastry,14,1.2666666666666666,klcc_mall,1.2,1.0,18,18,5,1,8,33,232,10.0,10.0,8.857142857142858,8.066666666666666
2022-08-21,butter_croissant,midday,Butter Croissant,Pastry,15,1.3333333333333333,klcc_mall,1.2,1.0,17,17,6,1,8,33,233,22.0,16.0,10.0,8.333333333333334
2022-08-22,butter_croissant,midday,Butter Croissant,Pastry,13,1.2571428571428573,klcc_mall,1.2,1.0,13,13,0,0,8,34,234,9.0,4.0,9.285714285714286,8.366666666666667
2022-08-23,butter_croissant,midday,Butter Croissant,Pastry,2,1.6,klcc_mall,1.2,1.0,2,2,1,0,8,34,235,8.0,11.0,9.857142857142858,8.666666666666666
2022-08-24,butter_croissant,midday,Butter Croissant,Pastry,4,1.4,klcc_mall,1.2,1.0,5,5,2,0,8,34,236,3.0,14.0,9.0,8.366666666666667
2022-08-25,butter_croissant,midday,Butter Croissant,Pastry,7,1.3333333333333333,klcc_mall,1.2,1.0,8,8,3,0,8,34,237,1.0,5.0,9.285714285714286,8.066666666666666
2022-08-26,butter_croissant,midday,Butter Croissant,Pastry,6,1.4,klcc_mall,1.2,1.0,7,7,4,0,8,34,238,9.0,7.0,10.285714285714286,8.166666666666666
2022-08-27,butter_croissant,midday,Butter Croissant,Pastry,2,1.2,klcc_mall,1.2,1.0,3,3,5,1,8,34,239,18.0,5.0,10.0,8.166666666666666
2022-08-28,butter_croissant,midday,Butter Croissant,Pastry,1,1.6,klcc_mall,1.2,1.0,1,1,6,1,8,34,240,17.0,12.0,7.857142857142857,8.1
2022-08-29,butter_croissant,midday,Butter Croissant,Pastry,0,1.6,klcc_mall,1.2,1.0,0,0,0,0,8,35,241,13.0,4.0,5.571428571428571,7.733333333333333
2022-08-30,butter_croissant,midday,Butter Croissant,Pastry,10,1.4,klcc_mall,1.2,1.0,12,12,1,0,8,35,242,2.0,21.0,3.7142857142857144,7.6
2022-08-31,butter_croissant,midday,Butter Croissant,Pastry,1,1.6,klcc_mall,1.2,1.0,1,1,2,0,8,35,243,5.0,0.0,5.142857142857143,7.3
2022-09-01,butter_croissant,midday,Butter Croissant,Pastry,0,1.6,klcc_mall,1.2,1.0,0,0,3,0,9,35,244,8.0,7.0,4.571428571428571,7.333333333333333
2022-09-02,butter_croissant,midday,Butter Croissant,Pastry,0,1.6,klcc_mall,1.2,1.0,0,0,4,0,9,35,245,7.0,6.0,3.4285714285714284,7.1
2022-09-03,butter_croissant,midday,Butter Croissant,Pastry,6,1.4000000000000001,klcc_mall,1.2,1.0,7,7,5,1,9,35,246,3.0,6.0,2.4285714285714284,6.9
2022-09-04,butter_croissant,midday,Butter Croissant,Pastry,5,1.6,klcc_mall,1.2,1.0,5,5,6,1,9,35,247,1.0,1.0,3.0,6.933333333333334
2022-09-05,butter_croissant,midday,Butter Croissant,Pastry,4,1.5,klcc_mall,1.2,1.0,5,5,0,0,9,36,248,0.0,11.0,3.5714285714285716,7.066666666666666
2022-09-06,butter_croissant,midday,Butter Croissant,Pastry,1,1.2,klcc_mall,1.2,1.0,1,1,1,0,9,36,249,12.0,20.0,4.285714285714286,6.866666666666666
2022-09-07,butter_croissant,midday,Butter Croissant,Pastry,5,1.2,klcc_mall,1.2,1.0,7,7,2,0,9,36,250,1.0,3.0,2.7142857142857144,6.233333333333333
2022-09-08,butter_croissant,midday,Butter Croissant,Pastry,5,1.2,klcc_mall,1.2,1.0,5,5,3,0,9,36,251,0.0,1.0,3.5714285714285716,6.366666666666666
2022-09-09,butter_croissant,midday,Butter Croissant,Pastry,3,1.4,klcc_mall,1.2,1.0,4,4,4,0,9,36,252,0.0,1.0,4.285714285714286,6.5
2022-09-10,butter_croissant,midday,Butter Croissant,Pastry,1,1.2,klcc_mall,1.2,1.0,1,1,5,1,9,36,253,7.0,6.0,4.857142857142857,6.6
2022-09-11,butter_croissant,midday,Butter Croissant,Pastry,1,1.6,klcc_mall,1.2,1.0,1,1,6,1,9,36,254,5.0,9.0,4.0,6.433333333333334
2022-09-12,butter_croissant,midday,Butter Croissant,Pastry,6,1.4666666666666668,klcc_mall,1.2,1.0,7,7,0,0,9,37,255,5.0,10.0,3.4285714285714284,6.166666666666667
2022-09-13,butter_croissant,midday,Butter Croissant,Pastry,3,1.2,klcc_mall,1.2,1.0,4,4,1,0,9,37,256,1.0,22.0,3.7142857142857144,6.066666666666666
2022-09-14,butter_croissant,midday,Butter Croissant,Pastry,2,1.2,klcc_mall,1.2,1.0,2,2,2,0,9,37,257,7.0,9.0,4.142857142857143,5.466666666666667
2022-09-15,butter_croissant,midday,Butter Croissant,Pastry,3,1.4666666666666668,klcc_mall,1.2,1.0,4,4,3,0,9,37,258,5.0,8.0,3.4285714285714284,5.233333333333333
2022-09-16,butter_croissant,midday,Butter Croissant,Pastry,2,1.2,klcc_mall,1.2,1.0,3,3,4,0,9,37,259,4.0,3.0,3.2857142857142856,5.1
2022-09-17,butter_croissant,midday,Butter Croissant,Pastry,11,1.2,klcc_mall,1.2,1.0,12,12,5,1,9,37,260,1.0,1.0,3.142857142857143,5.1
2022-09-18,butter_croissant,midday,Butter Croissant,Pastry,12,1.4,klcc_mall,1.2,1.0,16,16,6,1,9,37,261,1.0,9.0,4.714285714285714,5.466666666666667
2022-09-19,butter_croissant,midday,Butter Croissant,Pastry,0,1.6,klcc_mall,1.2,1.0,0,0,0,0,9,38,262,7.0,18.0,6.857142857142857,5.7
2022-09-20,butter_croissant,midday,Butter Croissant,Pastry,2,1.6,klcc_mall,1.2,1.0,3,3,1,0,9,38,263,4.0,17.0,5.857142857142857,5.1
2022-09-21,butter_croissant,midday,Butter Croissant,Pastry,6,1.28,klcc_mall,1.2,1.0,7,7,2,0,9,38,264,2.0,13.0,5.714285714285714,4.633333333333334
2022-09-22,butter_croissant,midday,Butter Croissant,Pastry,4,1.4666666666666668,klcc_mall,1.2,1.0,5,5,3,0,9,38,265,4.0,2.0,6.428571428571429,4.433333333333334
2022-09-23,butter_croissant,midday,Butter Croissant,Pastry,1,1.2,klcc_mall,1.2,1.0,1,1,4,0,9,38,266,3.0,5.0,6.571428571428571,4.533333333333333
2022-09-24,butter_croissant,midday,Butter Croissant,Pastry,8,1.28,klcc_mall,1.2,1.0,10,10,5,1,9,38,267,12.0,8.0,6.285714285714286,4.4
2022-09-25,butter_croissant,midday,Butter Croissant,Pastry,14,1.2,klcc_mall,1.2,1.0,17,17,6,1,9,38,268,16.0,7.0,6.0,4.466666666666667
2022-09-26,butter_croissant,midday,Butter Croissant,Pastry,3,1.6,klcc_mall,1.2,1.0,4,4,0,0,9,39,269,0.0,3.0,6.142857142857143,4.8
2022-09-27,butter_croissant,midday,Butter Croissant,Pastry,0,1.6,klcc_mall,1.2,1.0,0,0,1,0,9,39,270,3.0,1.0,6.714285714285714,4.833333333333333
2022-09-28,butter_croissant,midday,Butter Croissant,Pastry,9,1.3333333333333333,klcc_mall,1.2,1.0,9,9,2,0,9,39,271,7.0,0.0,6.285714285714286,4.8
2022-09-29,butter_croissant,midday,Butter Croissant,Pastry,5,1.2,klcc_mall,1.2,1.0,6,6,3,0,9,39,272,5.0,12.0,6.571428571428571,5.1
2022-09-30,butter_croissant,midday,Butter Croissant,Pastry,1,1.2,klcc_mall,1.2,1.0,1,1,4,0,9,39,273,1.0,1.0,6.714285714285714,4.9
2022-05-04,butter_croissant,morning,Butter Croissant,Pastry,0,1.6,klcc_mall,1.2,1.1,0,0,2,0,5,18,124,13.0,26.0,52.857142857142854,53.36666666666667
2022-05-05,butter_croissant,morning,Butter Croissant,Pastry,25,1.15,klcc_mall,1.2,1.1,30,30,3,0,5,18,125,15.0,26.0,51.0,52.5
2022-05-06,butter_croissant,morning,Butter Croissant,Pastry,13,1.1937499999999999,klcc_mall,1.2,1.1,17,17,4,0,5,18,126,40.0,32.0,53.142857142857146,52.63333333333333
2022-05-07,butter_croissant,morning,Butter Croissant,Pastry,43,1.1659090909090908,klcc_mall,1.2,1.1,61,61,5,1,5,18,127,97.0,34.0,49.857142857142854,52.13333333333333
2022-05-08,butter_croissant,morning,Butter Croissant,Pastry,83,1.1982758620689655,klcc_mall,1.2,1.1,105,105,6,1,5,18,128,144.0,21.0,44.714285714285715,53.03333333333333
2022-05-09,butter_croissant,morning,Butter Croissant,Pastry,19,1.2375,klcc_mall,1.2,1.1,24,24,0,0,5,19,129,38.0,46.0,39.142857142857146,55.833333333333336
2022-05-10,butter_croissant,morning,Butter Croissant,Pastry,20,1.2666666666666666,klcc_mall,1.2,1.1,24,24,1,0,5,19,130,23.0,108.0,37.142857142857146,55.1
2022-05-11,butter_croissant,morning,Butter Croissant,Pastry,16,1.1937499999999999,klcc_mall,1.2,1.1,24,24,2,0,5,19,131,0.0,24.0,37.285714285714285,52.3
2022-05-12,butter_croissant,morning,Butter Croissant,Pastry,18,1.2374999999999998,klcc_mall,1.2,1.1,25,25,3,0,5,19,132,30.0,25.0,40.714285714285715,52.3
2022-05-13,butter_croissant,morning,Butter Croissant,Pastry,14,1.255,klcc_mall,1.2,1.1,19,19,4,0,5,19,133,17.0,24.0,40.0,52.3
2022-05-14,butter_croissant,morning,Butter Croissant,Pastry,28,1.1791666666666665,klcc_mall,1.2,1.1,41,41,5,1,5,19,134,61.0,34.0,40.285714285714285,52.13333333333333
2022-05-15,butter_croissant,morning,Butter Croissant,Pastry,95,1.1694444444444443,klcc_mall,1.2,1.1,143,143,6,1,5,19,135,105.0,26.0,37.42857142857143,52.36666666666667
2022-05-16,butter_croissant,morning,Butter Croissant,Pastry,28,1.2083333333333333,klcc_mall,1.2,1.1,38,38,0,0,5,20,136,24.0,106.0,42.857142857142854,56.266666666666666
2022-05-17,butter_croissant,morning,Butter Croissant,Pastry,23,1.2899999999999998,klcc_mall,1.2,1.1,29,29,1,0,5,20,137,24.0,167.0,44.857142857142854,54.0
2022-05-18,butter_croissant,morning,Butter Croissant,Pastry,9,1.22,klcc_mall,1.2,1.1,13,13,2,0,5,20,138,24.0,157.0,45.57142857142857,49.4
2022-05-19,butter_croissant,morning,Butter Croissant,Pastry,11,1.3055555555555556,klcc_mall,1.2,1.1,16,16,3,0,5,20,139,25.0,51.0,44.0,44.6
2022-05-20,butter_croissant,morning,Butter Croissant,Pastry,23,1.2136363636363636,klcc_mall,1.2,1.1,31,31,4,0,5,20,140,19.0,39.0,42.714285714285715,43.43333333333333
2022-05-21,butter_croissant,morning,Butter Croissant,Pastry,67,1.1818181818181819,klcc_mall,1.2,1.1,91,91,5,1,5,20,141,41.0,44.0,44.42857142857143,43.166666666666664
2022-05-22,butter_croissant,morning,Butter Croissant,Pastry,101,1.198611111111111,klcc_mall,1.2,1.1,133,133,6,1,5,20,142,143.0,30.0,51.57142857142857,44.733333333333334
2022-05-23,butter_croissant,morning,Butter Croissant,Pastry,17,1.1937499999999999,klcc_mall,1.2,1.1,24,24,0,0,5,21,143,38.0,71.0,50.142857142857146,48.166666666666664
2022-05-24,butter_croissant,morning,Butter Croissant,Pastry,25,1.2307692307692308,klcc_mall,1.2,1.1,32,32,1,0,5,21,144,29.0,92.0,48.142857142857146,46.6
2022-05-25,butter_croissant,morning,Butter Croissant,Pastry,13,1.15,klcc_mall,1.2,1.1,16,16,2,0,5,21,145,13.0,21.0,48.57142857142857,44.6
2022-05-26,butter_croissant,morning,Butter Croissant,Pastry,104,1.1589743589743589,klcc_mall,1.2,1.1,117,117,3,0,5,21,146,16.0,27.0,49.0,44.43333333333333
2022-05-27,butter_croissant,morning,Butter Croissant,Pastry,132,1.1738636363636363,klcc_mall,1.2,1.1,181,181,4,0,5,21,147,31.0,13.0,63.42857142857143,47.43333333333333
2022-05-28,butter_croissant,morning,Butter Croissant,Pastry,110,1.1694444444444443,klcc_mall,1.2,1.1,135,135,5,1,5,21,148,91.0,15.0,84.85714285714286,53.03333333333333
2022-05-29,butter_croissant,morning,Butter Croissant,Pastry,189,1.1705882352941175,klcc_mall,1.2,1.1,244,244,6,1,5,21,149,133.0,40.0,91.14285714285714,57.03333333333333
2022-05-30,butter_croissant,morning,Butter Croissant,Pastry,40,1.1888888888888889,klcc_mall,1.2,1.1,55,55,0,0,5,22,150,24.0,97.0,107.0,63.833333333333336
2022-05-31,butter_croissant,morning,Butter Croissant,Pastry,12,1.22,klcc_mall,1.2,1.1,17,17,1,0,5,22,151,32.0,144.0,111.42857142857143,62.43333333333333
2022-06-01,butter_croissant,morning,Butter Croissant,Pastry,20,1.1888888888888889,klcc_mall,1.2,1.1,28,28,2,0,6,22,152,16.0,38.0,109.28571428571429,58.2
2022-06-02,butter_croissant,morning,Butter Croissant,Pastry,16,1.15,klcc_mall,1.2,1.1,20,20,3,0,6,22,153,117.0,23.0,111.0,57.86666666666667
2022-06-03,butter_croissant,morning,Butter Croissant,Pastry,21,1.1791666666666665,klcc_mall,1.2,1.1,29,29,4,0,6,22,154,181.0,0.0,97.14285714285714,57.766666666666666
2022-06-04,butter_croissant,morning,Butter Croissant,Pastry,71,1.1791666666666665,klcc_mall,1.2,1.1,88,88,5,1,6,22,155,135.0,30.0,75.42857142857143,58.733333333333334
2022-06-05,butter_croissant,morning,Butter Croissant,Pastry,130,1.202127659574468,klcc_mall,1.2,1.1,157,157,6,1,6,22,156,244.0,17.0,68.71428571428571,60.666666666666664
2022-06-06,butter_croissant,morning,Butter Croissant,Pastry,121,1.1818181818181819,klcc_mall,1.2,1.1,146,146,0,0,6,23,157,55.0,61.0,56.285714285714285,65.33333333333333
2022-06-07,butter_croissant,morning,Butter Croissant,Pastry,12,1.2666666666666666,klcc_mall,1.2,1.1,16,16,1,0,6,23,158,17.0,105.0,69.28571428571429,68.16666666666667
2022-06-08,butter_croissant,morning,Butter Croissant,Pastry,10,1.15,klcc_mall,1.2,1.1,13,13,2,0,6,23,159,28.0,24.0,69.14285714285714,65.2
2022-06-09,butter_croissant,morning,Butter Croissant,Pastry,21,1.15,klcc_mall,1.2,1.1,28,28,3,0,6,23,160,20.0,24.0,67.0,64.83333333333333
2022-06-10,butter_croissant,morning,Butter Croissant,Pastry,12,1.1888888888888889,klcc_mall,1.2,1.1,18,18,4,0,6,23,161,29.0,24.0,68.14285714285714,64.96666666666667
2022-06-11,butter_croissant,morning,Butter Croissant,Pastry,49,1.15,klcc_mall,1.2,1.1,63,63,5,1,6,23,162,88.0,25.0,66.57142857142857,64.76666666666667
2022-06-12,butter_croissant,morning,Butter Croissant,Pastry,58,1.1733333333333331,klcc_mall,1.2,1.1,82,82,6,1,6,23,163,157.0,19.0,63.0,66.03333333333333
2022-06-13,butter_croissant,morning,Butter Croissant,Pastry,19,1.15,klcc_mall,1.2,1.1,21,21,0,0,6,24,164,146.0,41.0,52.285714285714285,68.13333333333334
2022-06-14,butter_croissant,morning,Butter Croissant,Pastry,14,1.1999999999999997,klcc_mall,1.2,1.1,21,21,1,0,6,24,165,16.0,143.0,34.42857142857143,67.46666666666667
2022-06-15,butter_croissant,morning,Butter Croissant,Pastry,22,1.15,klcc_mall,1.2,1.1,27,27,2,0,6,24,166,13.0,38.0,35.142857142857146,63.4
2022-06-16,butter_croissant,morning,Butter Croissant,Pastry,22,1.175,klcc_mall,1.2,1.1,27,27,3,0,6,24,167,28.0,29.0,37.142857142857146,63.03333333333333
2022-06-17,butter_croissant,morning,Butter Croissant,Pastry,17,1.1937499999999999,klcc_mall,1.2,1.1,22,22,4,0,6,24,168,18.0,13.0,37.0,62.96666666666667
2022-06-18,butter_croissant,morning,Butter Croissant,Pastry,70,1.1769230769230767,klcc_mall,1.2,1.1,101,101,5,1,6,24,169,63.0,16.0,37.57142857142857,63.266666666666666
