forecast_line_id,forecast_date,outlet_id,outlet_name,outlet_type,sku_id,sku_name,sku_category,daypart,predicted_p10_rounded,predicted_p50_rounded,predicted_p90_rounded,recommended_prep_qty,decision_posture,recommended_expected_cost,recommended_expected_waste_units,recommended_expected_stockout_units,cost_saving_vs_p50_prep,cost_saving_vs_p90_prep,weather_condition,rain_mm,temperature,reason_tags_text,decision_explanation,model_version,selected_model_name
fcst_051,2022-10-01,klcc_mall,KLCC Mall,mall_office,cake_slice,Cake Slice,Dessert,morning,3,11,21,12,above_p50_service_protection,25.725,2.75,2.25,0.0,26.775,light_rain,4.7,30.0,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Cake Slice at KLCC Mall during morning, forecast demand range is 3–21 units with median 11. Recommended prep is 12 units. Expected waste is about 2.8 units and expected stockout is about 2.2 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_052,2022-10-01,klcc_mall,KLCC Mall,mall_office,chocolate_cookie,Chocolate Cookie,Dessert,evening,0,0,0,0,conservative_low_prep,0.0,0.0,0.0,0.0,0.0,light_rain,4.7,30.0,"weekend_pattern,recent_stockout_pressure","For Chocolate Cookie at KLCC Mall during evening, forecast demand range is 0–0 units with median 0. Recommended prep is 0 units. Expected waste is about 0.0 units and expected stockout is about 0.0 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_053,2022-10-01,klcc_mall,KLCC Mall,mall_office,chocolate_cookie,Chocolate Cookie,Dessert,midday,0,0,0,0,conservative_low_prep,0.0,0.0,0.0,0.0,0.0,light_rain,4.7,30.0,weekend_pattern,"For Chocolate Cookie at KLCC Mall during midday, forecast demand range is 0–0 units with median 0. Recommended prep is 0 units. Expected waste is about 0.0 units and expected stockout is about 0.0 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_054,2022-10-01,klcc_mall,KLCC Mall,mall_office,chocolate_cookie,Chocolate Cookie,Dessert,morning,0,0,1,0,conservative_low_prep,0.75,0.0,0.25,0.0,22.75,light_rain,4.7,30.0,"weekend_pattern,recent_stockout_pressure","For Chocolate Cookie at KLCC Mall during morning, forecast demand range is 0–1 units with median 0. Recommended prep is 0 units. Expected waste is about 0.0 units and expected stockout is about 0.2 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_055,2022-10-01,klcc_mall,KLCC Mall,mall_office,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,evening,0,1,5,6,high_service_p90_prep,11.05,4.25,0.0,0.0,0.0,light_rain,4.7,30.0,"weekend_pattern,recent_waste_pressure","For Coffee Bun / Sweet Bun at KLCC Mall during evening, forecast demand range is 0–5 units with median 1. Recommended prep is 6 units. Expected waste is about 4.2 units and expected stockout is about 0.0 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_056,2022-10-01,klcc_mall,KLCC Mall,mall_office,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,midday,0,5,8,6,above_p50_service_protection,7.15,2.0,0.5,0.0,12.35,light_rain,4.7,30.0,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Coffee Bun / Sweet Bun at KLCC Mall during midday, forecast demand range is 0–8 units with median 5. Recommended prep is 6 units. Expected waste is about 2.0 units and expected stockout is about 0.5 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_057,2022-10-01,klcc_mall,KLCC Mall,mall_office,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,morning,0,7,16,6,below_p50_cost_control,15.600000000000001,1.5,3.0,2.599999999999998,11.7,light_rain,4.7,30.0,"weekend_pattern,manager_event_note,recent_waste_pressure,high_uncertainty","For Coffee Bun / Sweet Bun at KLCC Mall during morning, forecast demand range is 0–16 units with median 7. Recommended prep is 6 units. Expected waste is about 1.5 units and expected stockout is about 3.0 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_058,2022-10-01,klcc_mall,KLCC Mall,mall_office,country_sourdough,Country Sourdough,Bread,evening,2,4,10,5,above_p50_service_protection,15.0,1.25,1.25,0.0,9.000000000000004,light_rain,4.7,30.0,"weekend_pattern,recent_waste_pressure","For Country Sourdough at KLCC Mall during evening, forecast demand range is 2–10 units with median 4. Recommended prep is 5 units. Expected waste is about 1.2 units and expected stockout is about 1.2 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_059,2022-10-01,klcc_mall,KLCC Mall,mall_office,country_sourdough,Country Sourdough,Bread,midday,8,16,26,15,below_p50_cost_control,31.799999999999997,1.75,3.25,3.000000000000007,33.000000000000014,light_rain,4.7,30.0,"weekend_pattern,recent_stockout_pressure,recent_waste_pressure,high_uncertainty","For Country Sourdough at KLCC Mall during midday, forecast demand range is 8–26 units with median 16. Recommended prep is 15 units. Expected waste is about 1.8 units and expected stockout is about 3.2 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_060,2022-10-01,klcc_mall,KLCC Mall,mall_office,country_sourdough,Country Sourdough,Bread,morning,30,35,56,35,near_p50_balanced,43.8,1.25,5.25,0.0,57.000000000000014,light_rain,4.7,30.0,"weekend_pattern,recent_stockout_pressure,high_uncertainty","For Country Sourdough at KLCC Mall during morning, forecast demand range is 30–56 units with median 35. Recommended prep is 35 units. Expected waste is about 1.2 units and expected stockout is about 5.2 units. The optimizer recommends staying close to the median forecast because the waste and stockout tradeoff is balanced.",lightgbm_p50_v1,tweedie_count
fcst_061,2022-10-01,klcc_mall,KLCC Mall,mall_office,fruit_tart,Fruit Tart,Dessert,evening,0,1,3,4,high_service_p90_prep,10.45,2.75,0.0,0.0,0.0,light_rain,4.7,30.0,weekend_pattern,"For Fruit Tart at KLCC Mall during evening, forecast demand range is 0–3 units with median 1. Recommended prep is 4 units. Expected waste is about 2.8 units and expected stockout is about 0.0 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_062,2022-10-01,klcc_mall,KLCC Mall,mall_office,fruit_tart,Fruit Tart,Dessert,midday,0,4,9,4,near_p50_balanced,10.924999999999999,1.0,1.25,0.0,18.525000000000006,light_rain,4.7,30.0,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Fruit Tart at KLCC Mall during midday, forecast demand range is 0–9 units with median 4. Recommended prep is 4 units. Expected waste is about 1.0 units and expected stockout is about 1.2 units. The optimizer recommends staying close to the median forecast because the waste and stockout tradeoff is balanced.",lightgbm_p50_v1,tweedie_count
fcst_063,2022-10-01,klcc_mall,KLCC Mall,mall_office,fruit_tart,Fruit Tart,Dessert,morning,1,3,8,4,above_p50_service_protection,10.45,1.25,1.0,0.0,5.699999999999999,light_rain,4.7,30.0,"weekend_pattern,recent_waste_pressure","For Fruit Tart at KLCC Mall during morning, forecast demand range is 1–8 units with median 3. Recommended prep is 4 units. Expected waste is about 1.2 units and expected stockout is about 1.0 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_064,2022-10-01,klcc_mall,KLCC Mall,mall_office,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,evening,0,0,0,0,conservative_low_prep,0.0,0.0,0.0,0.0,0.0,light_rain,4.7,30.0,"weekend_pattern,recent_waste_pressure","For Ham & Cheese Sandwich at KLCC Mall during evening, forecast demand range is 0–0 units with median 0. Recommended prep is 0 units. Expected waste is about 0.0 units and expected stockout is about 0.0 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_065,2022-10-01,klcc_mall,KLCC Mall,mall_office,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,midday,7,14,22,16,above_p50_service_protection,29.7,3.25,1.5,0.0,22.950000000000006,light_rain,4.7,30.0,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Ham & Cheese Sandwich at KLCC Mall during midday, forecast demand range is 7–22 units with median 14. Recommended prep is 16 units. Expected waste is about 3.2 units and expected stockout is about 1.5 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_066,2022-10-01,klcc_mall,KLCC Mall,mall_office,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,morning,0,6,13,8,above_p50_service_protection,26.325000000000003,3.0,1.25,0.0,26.325000000000003,light_rain,4.7,30.0,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Ham & Cheese Sandwich at KLCC Mall during morning, forecast demand range is 0–13 units with median 6. Recommended prep is 8 units. Expected waste is about 3.0 units and expected stockout is about 1.2 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_067,2022-10-01,klcc_mall,KLCC Mall,mall_office,pain_au_chocolat,Pain au Chocolat,Pastry,evening,3,4,10,10,high_service_p90_prep,16.720000000000002,4.75,0.0,0.0,0.0,light_rain,4.7,30.0,"weekend_pattern,recent_waste_pressure","For Pain au Chocolat at KLCC Mall during evening, forecast demand range is 3–10 units with median 4. Recommended prep is 10 units. Expected waste is about 4.8 units and expected stockout is about 0.0 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_068,2022-10-01,klcc_mall,KLCC Mall,mall_office,pain_au_chocolat,Pain au Chocolat,Pastry,midday,0,4,10,10,high_service_p90_prep,19.360000000000003,5.5,0.0,0.0,0.0,light_rain,4.7,30.0,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Pain au Chocolat at KLCC Mall during midday, forecast demand range is 0–10 units with median 4. Recommended prep is 10 units. Expected waste is about 5.5 units and expected stockout is about 0.0 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_069,2022-10-01,klcc_mall,KLCC Mall,mall_office,pain_au_chocolat,Pain au Chocolat,Pastry,morning,0,45,83,45,near_p50_balanced,89.76000000000002,11.25,9.5,0.0,57.19999999999999,light_rain,4.7,30.0,"weekend_pattern,manager_event_note,recent_waste_pressure,high_uncertainty","For Pain au Chocolat at KLCC Mall during morning, forecast demand range is 0–83 units with median 45. Recommended prep is 45 units. Expected waste is about 11.2 units and expected stockout is about 9.5 units. The optimizer recommends staying close to the median forecast because the waste and stockout tradeoff is balanced.",lightgbm_p50_v1,tweedie_count
fcst_070,2022-10-01,klcc_mall,KLCC Mall,mall_office,traditional_baguette,Traditional Baguette,Bread,evening,7,25,43,30,above_p50_service_protection,18.375,8.25,3.25,0.0,16.625,light_rain,4.7,30.0,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Traditional Baguette at KLCC Mall during evening, forecast demand range is 7–43 units with median 25. Recommended prep is 30 units. Expected waste is about 8.2 units and expected stockout is about 3.2 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_071,2022-10-01,klcc_mall,KLCC Mall,mall_office,traditional_baguette,Traditional Baguette,Bread,midday,77,106,150,110,above_p50_service_protection,35.349999999999994,10.25,10.0,0.0,21.000000000000014,light_rain,4.7,30.0,"weekend_pattern,high_uncertainty","For Traditional Baguette at KLCC Mall during midday, forecast demand range is 77–150 units with median 106. Recommended prep is 110 units. Expected waste is about 10.2 units and expected stockout is about 10.0 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_072,2022-10-01,klcc_mall,KLCC Mall,mall_office,traditional_baguette,Traditional Baguette,Bread,morning,140,185,258,190,above_p50_service_protection,56.699999999999996,15.0,17.0,0.0,38.50000000000002,light_rain,4.7,30.0,"weekend_pattern,high_uncertainty","For Traditional Baguette at KLCC Mall during morning, forecast demand range is 140–258 units with median 185. Recommended prep is 190 units. Expected waste is about 15.0 units and expected stockout is about 17.0 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_073,2022-10-01,mid_valley_mall,Mid Valley Mall,high_traffic_mall,blueberry_muffin,Blueberry Muffin,Dessert,evening,0,0,0,0,conservative_low_prep,0.0,0.0,0.0,0.0,0.0,clear,0.0,27.2,"weekend_pattern,recent_stockout_pressure","For Blueberry Muffin at Mid Valley Mall during evening, forecast demand range is 0–0 units with median 0. Recommended prep is 0 units. Expected waste is about 0.0 units and expected stockout is about 0.0 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_074,2022-10-01,mid_valley_mall,Mid Valley Mall,high_traffic_mall,blueberry_muffin,Blueberry Muffin,Dessert,midday,0,4,5,6,high_service_p90_prep,8.25,2.75,0.0,0.0,0.0,clear,0.0,27.2,"weekend_pattern,recent_stockout_pressure","For Blueberry Muffin at Mid Valley Mall during midday, forecast demand range is 0–5 units with median 4. Recommended prep is 6 units. Expected waste is about 2.8 units and expected stockout is about 0.0 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_075,2022-10-01,mid_valley_mall,Mid Valley Mall,high_traffic_mall,blueberry_muffin,Blueberry Muffin,Dessert,morning,2,4,8,6,above_p50_service_protection,8.25,2.0,0.5,0.0,14.25,clear,0.0,27.2,weekend_pattern,"For Blueberry Muffin at Mid Valley Mall during morning, forecast demand range is 2–8 units with median 4. Recommended prep is 6 units. Expected waste is about 2.0 units and expected stockout is about 0.5 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_076,2022-10-01,mid_valley_mall,Mid Valley Mall,high_traffic_mall,brioche,Brioche,Pastry,evening,0,0,0,0,conservative_low_prep,0.0,0.0,0.0,0.0,0.0,clear,0.0,27.2,weekend_pattern,"For Brioche at Mid Valley Mall during evening, forecast demand range is 0–0 units with median 0. Recommended prep is 0 units. Expected waste is about 0.0 units and expected stockout is about 0.0 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_077,2022-10-01,mid_valley_mall,Mid Valley Mall,high_traffic_mall,brioche,Brioche,Pastry,midday,0,0,1,0,conservative_low_prep,1.0499999999999998,0.0,0.25,0.0,15.05,clear,0.0,27.2,weekend_pattern,"For Brioche at Mid Valley Mall during midday, forecast demand range is 0–1 units with median 0. Recommended prep is 0 units. Expected waste is about 0.0 units and expected stockout is about 0.2 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_078,2022-10-01,mid_valley_mall,Mid Valley Mall,high_traffic_mall,brioche,Brioche,Pastry,morning,0,1,3,6,high_service_p90_prep,13.3,4.75,0.0,0.0,0.0,clear,0.0,27.2,"weekend_pattern,recent_waste_pressure","For Brioche at Mid Valley Mall during morning, forecast demand range is 0–3 units with median 1. Recommended prep is 6 units. Expected waste is about 4.8 units and expected stockout is about 0.0 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_079,2022-10-01,mid_valley_mall,Mid Valley Mall,high_traffic_mall,brownie,Brownie,Dessert,evening,0,0,0,0,conservative_low_prep,0.0,0.0,0.0,0.0,0.0,clear,0.0,27.2,weekend_pattern,"For Brownie at Mid Valley Mall during evening, forecast demand range is 0–0 units with median 0. Recommended prep is 0 units. Expected waste is about 0.0 units and expected stockout is about 0.0 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_080,2022-10-01,mid_valley_mall,Mid Valley Mall,high_traffic_mall,brownie,Brownie,Dessert,midday,0,0,0,0,conservative_low_prep,0.0,0.0,0.0,0.0,0.0,clear,0.0,27.2,weekend_pattern,"For Brownie at Mid Valley Mall during midday, forecast demand range is 0–0 units with median 0. Recommended prep is 0 units. Expected waste is about 0.0 units and expected stockout is about 0.0 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_081,2022-10-01,mid_valley_mall,Mid Valley Mall,high_traffic_mall,brownie,Brownie,Dessert,morning,0,0,0,0,conservative_low_prep,0.0,0.0,0.0,0.0,0.0,clear,0.0,27.2,weekend_pattern,"For Brownie at Mid Valley Mall during morning, forecast demand range is 0–0 units with median 0. Recommended prep is 0 units. Expected waste is about 0.0 units and expected stockout is about 0.0 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_082,2022-10-01,mid_valley_mall,Mid Valley Mall,high_traffic_mall,butter_croissant,Butter Croissant,Pastry,evening,3,6,15,10,above_p50_service_protection,19.125,3.75,1.25,0.0,6.375,clear,0.0,27.2,"weekend_pattern,recent_stockout_pressure,recent_waste_pressure,high_uncertainty","For Butter Croissant at Mid Valley Mall during evening, forecast demand range is 3–15 units with median 6. Recommended prep is 10 units. Expected waste is about 3.8 units and expected stockout is about 1.2 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_083,2022-10-01,mid_valley_mall,Mid Valley Mall,high_traffic_mall,butter_croissant,Butter Croissant,Pastry,midday,4,10,20,10,near_p50_balanced,17.85,1.5,2.5,0.0,12.75,clear,0.0,27.2,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Butter Croissant at Mid Valley Mall during midday, forecast demand range is 4–20 units with median 10. Recommended prep is 10 units. Expected waste is about 1.5 units and expected stockout is about 2.5 units. The optimizer recommends staying close to the median forecast because the waste and stockout tradeoff is balanced.",lightgbm_p50_v1,tweedie_count
fcst_084,2022-10-01,mid_valley_mall,Mid Valley Mall,high_traffic_mall,butter_croissant,Butter Croissant,Pastry,morning,24,53,74,55,above_p50_service_protection,53.974999999999994,8.75,4.75,0.0,27.625,clear,0.0,27.2,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Butter Croissant at Mid Valley Mall during morning, forecast demand range is 24–74 units with median 53. Recommended prep is 55 units. Expected waste is about 8.8 units and expected stockout is about 4.8 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_085,2022-10-01,mid_valley_mall,Mid Valley Mall,high_traffic_mall,cake_slice,Cake Slice,Dessert,evening,2,3,11,4,above_p50_service_protection,15.225000000000001,1.0,1.75,0.0,15.225000000000001,clear,0.0,27.2,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Cake Slice at Mid Valley Mall during evening, forecast demand range is 2–11 units with median 3. Recommended prep is 4 units. Expected waste is about 1.0 units and expected stockout is about 1.8 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_086,2022-10-01,mid_valley_mall,Mid Valley Mall,high_traffic_mall,cake_slice,Cake Slice,Dessert,midday,1,10,18,12,above_p50_service_protection,25.2,3.75,1.5,0.0,17.850000000000005,clear,0.0,27.2,"weekend_pattern,recent_stockout_pressure,high_uncertainty","For Cake Slice at Mid Valley Mall during midday, forecast demand range is 1–18 units with median 10. Recommended prep is 12 units. Expected waste is about 3.8 units and expected stockout is about 1.5 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_087,2022-10-01,mid_valley_mall,Mid Valley Mall,high_traffic_mall,cake_slice,Cake Slice,Dessert,morning,1,8,17,8,near_p50_balanced,21.525,1.75,2.25,0.0,26.775000000000006,clear,0.0,27.2,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Cake Slice at Mid Valley Mall during morning, forecast demand range is 1–17 units with median 8. Recommended prep is 8 units. Expected waste is about 1.8 units and expected stockout is about 2.2 units. The optimizer recommends staying close to the median forecast because the waste and stockout tradeoff is balanced.",lightgbm_p50_v1,tweedie_count
fcst_088,2022-10-01,mid_valley_mall,Mid Valley Mall,high_traffic_mall,chocolate_cookie,Chocolate Cookie,Dessert,evening,0,0,0,0,conservative_low_prep,0.0,0.0,0.0,0.0,0.0,clear,0.0,27.2,"weekend_pattern,recent_stockout_pressure","For Chocolate Cookie at Mid Valley Mall during evening, forecast demand range is 0–0 units with median 0. Recommended prep is 0 units. Expected waste is about 0.0 units and expected stockout is about 0.0 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_089,2022-10-01,mid_valley_mall,Mid Valley Mall,high_traffic_mall,chocolate_cookie,Chocolate Cookie,Dessert,midday,0,0,0,0,conservative_low_prep,0.0,0.0,0.0,0.0,0.0,clear,0.0,27.2,weekend_pattern,"For Chocolate Cookie at Mid Valley Mall during midday, forecast demand range is 0–0 units with median 0. Recommended prep is 0 units. Expected waste is about 0.0 units and expected stockout is about 0.0 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_090,2022-10-01,mid_valley_mall,Mid Valley Mall,high_traffic_mall,chocolate_cookie,Chocolate Cookie,Dessert,morning,0,0,1,0,conservative_low_prep,0.75,0.0,0.25,0.0,22.75,clear,0.0,27.2,"weekend_pattern,recent_stockout_pressure","For Chocolate Cookie at Mid Valley Mall during morning, forecast demand range is 0–1 units with median 0. Recommended prep is 0 units. Expected waste is about 0.0 units and expected stockout is about 0.2 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_091,2022-10-01,mid_valley_mall,Mid Valley Mall,high_traffic_mall,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,evening,0,1,8,6,above_p50_service_protection,12.35,4.0,0.5,0.0,12.350000000000003,clear,0.0,27.2,"weekend_pattern,recent_waste_pressure","For Coffee Bun / Sweet Bun at Mid Valley Mall during evening, forecast demand range is 0–8 units with median 1. Recommended prep is 6 units. Expected waste is about 4.0 units and expected stockout is about 0.5 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_092,2022-10-01,mid_valley_mall,Mid Valley Mall,high_traffic_mall,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,midday,0,6,9,6,near_p50_balanced,6.825,1.5,0.75,0.0,10.725000000000001,clear,0.0,27.2,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Coffee Bun / Sweet Bun at Mid Valley Mall during midday, forecast demand range is 0–9 units with median 6. Recommended prep is 6 units. Expected waste is about 1.5 units and expected stockout is about 0.8 units. The optimizer recommends staying close to the median forecast because the waste and stockout tradeoff is balanced.",lightgbm_p50_v1,tweedie_count
fcst_093,2022-10-01,mid_valley_mall,Mid Valley Mall,high_traffic_mall,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,morning,0,6,13,6,near_p50_balanced,10.725000000000001,1.5,1.75,0.0,19.825000000000003,clear,0.0,27.2,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Coffee Bun / Sweet Bun at Mid Valley Mall during morning, forecast demand range is 0–13 units with median 6. Recommended prep is 6 units. Expected waste is about 1.5 units and expected stockout is about 1.8 units. The optimizer recommends staying close to the median forecast because the waste and stockout tradeoff is balanced.",lightgbm_p50_v1,tweedie_count
fcst_094,2022-10-01,mid_valley_mall,Mid Valley Mall,high_traffic_mall,country_sourdough,Country Sourdough,Bread,evening,5,10,23,10,near_p50_balanced,29.4,1.25,3.25,0.0,33.000000000000014,clear,0.0,27.2,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Country Sourdough at Mid Valley Mall during evening, forecast demand range is 5–23 units with median 10. Recommended prep is 10 units. Expected waste is about 1.2 units and expected stockout is about 3.2 units. The optimizer recommends staying close to the median forecast because the waste and stockout tradeoff is balanced.",lightgbm_p50_v1,tweedie_count
fcst_095,2022-10-01,mid_valley_mall,Mid Valley Mall,high_traffic_mall,country_sourdough,Country Sourdough,Bread,midday,22,31,45,30,below_p50_cost_control,40.199999999999996,2.0,4.25,3.000000000000007,21.00000000000002,clear,0.0,27.2,"weekend_pattern,recent_stockout_pressure,recent_waste_pressure,high_uncertainty","For Country Sourdough at Mid Valley Mall during midday, forecast demand range is 22–45 units with median 31. Recommended prep is 30 units. Expected waste is about 2.0 units and expected stockout is about 4.2 units. The optimizer recommends preparing below the median forecast because the expected waste risk is more expensive than the expected missed-sales risk.",lightgbm_p50_v1,tweedie_count
fcst_096,2022-10-01,mid_valley_mall,Mid Valley Mall,high_traffic_mall,country_sourdough,Country Sourdough,Bread,morning,24,30,50,30,near_p50_balanced,43.2,1.5,5.0,0.0,36.000000000000014,clear,0.0,27.2,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Country Sourdough at Mid Valley Mall during morning, forecast demand range is 24–50 units with median 30. Recommended prep is 30 units. Expected waste is about 1.5 units and expected stockout is about 5.0 units. The optimizer recommends staying close to the median forecast because the waste and stockout tradeoff is balanced.",lightgbm_p50_v1,tweedie_count
fcst_097,2022-10-01,mid_valley_mall,Mid Valley Mall,high_traffic_mall,fruit_tart,Fruit Tart,Dessert,evening,0,1,6,4,above_p50_service_protection,12.35,2.5,0.5,0.0,10.450000000000001,clear,0.0,27.2,"weekend_pattern,recent_waste_pressure","For Fruit Tart at Mid Valley Mall during evening, forecast demand range is 0–6 units with median 1. Recommended prep is 4 units. Expected waste is about 2.5 units and expected stockout is about 0.5 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_098,2022-10-01,mid_valley_mall,Mid Valley Mall,high_traffic_mall,fruit_tart,Fruit Tart,Dessert,midday,0,6,11,8,above_p50_service_protection,15.675,3.0,0.75,0.0,8.075,clear,0.0,27.2,"weekend_pattern,recent_waste_pressure,high_uncertainty","For Fruit Tart at Mid Valley Mall during midday, forecast demand range is 0–11 units with median 6. Recommended prep is 8 units. Expected waste is about 3.0 units and expected stockout is about 0.8 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
fcst_099,2022-10-01,mid_valley_mall,Mid Valley Mall,high_traffic_mall,fruit_tart,Fruit Tart,Dessert,morning,1,3,6,4,above_p50_service_protection,7.6,1.25,0.5,0.0,10.449999999999998,clear,0.0,27.2,"weekend_pattern,recent_waste_pressure","For Fruit Tart at Mid Valley Mall during morning, forecast demand range is 1–6 units with median 3. Recommended prep is 4 units. Expected waste is about 1.2 units and expected stockout is about 0.5 units. The optimizer recommends preparing above the median forecast because the expected stockout cost is higher than the expected waste cost.",lightgbm_p50_v1,tweedie_count
