date,sku_id,sku_name,sku_category,daypart,base_quantity_sold,avg_unit_price
2024-12-10,pain_au_chocolat,Pain au Chocolat,Pastry,evening,2,1.2
2024-12-10,pain_au_chocolat,Pain au Chocolat,Pastry,midday,1,1.2
2024-12-10,pain_au_chocolat,Pain au Chocolat,Pastry,morning,27,1.2
2024-12-10,traditional_baguette,Traditional Baguette,Bread,evening,40,1.1910714285714286
2024-12-10,traditional_baguette,Traditional Baguette,Bread,midday,70,1.1209302325581394
2024-12-10,traditional_baguette,Traditional Baguette,Bread,morning,85,1.105357142857143
2024-12-11,brioche,Brioche,Pastry,morning,3,5.0
2024-12-11,butter_croissant,Butter Croissant,Pastry,evening,3,1.25
2024-12-11,butter_croissant,Butter Croissant,Pastry,midday,4,1.325
2024-12-11,butter_croissant,Butter Croissant,Pastry,morning,25,1.1
2024-12-11,chocolate_cookie,Chocolate Cookie,Dessert,morning,5,1.0
2024-12-11,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,evening,1,7.5
2024-12-11,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,midday,4,4.8
2024-12-11,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,morning,4,5.7
2024-12-11,country_sourdough,Country Sourdough,Bread,evening,4,1.325
2024-12-11,country_sourdough,Country Sourdough,Bread,midday,19,1.605263157894737
2024-12-11,country_sourdough,Country Sourdough,Bread,morning,19,1.961764705882353
2024-12-11,fruit_tart,Fruit Tart,Dessert,evening,2,2.0
2024-12-11,fruit_tart,Fruit Tart,Dessert,midday,9,2.0
2024-12-11,fruit_tart,Fruit Tart,Dessert,morning,5,2.0
2024-12-11,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,midday,12,5.5
2024-12-11,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,morning,9,4.928571428571429
2024-12-11,pain_au_chocolat,Pain au Chocolat,Pastry,evening,1,1.2
2024-12-11,pain_au_chocolat,Pain au Chocolat,Pastry,midday,7,1.2
2024-12-11,pain_au_chocolat,Pain au Chocolat,Pastry,morning,17,1.2
2024-12-11,traditional_baguette,Traditional Baguette,Bread,evening,69,1.1855263157894735
2024-12-11,traditional_baguette,Traditional Baguette,Bread,midday,104,1.1541666666666666
2024-12-11,traditional_baguette,Traditional Baguette,Bread,morning,131,1.1139999999999999
2024-12-12,brioche,Brioche,Pastry,midday,1,5.0
2024-12-12,brioche,Brioche,Pastry,morning,4,3.95
2024-12-12,butter_croissant,Butter Croissant,Pastry,midday,11,1.1
2024-12-12,butter_croissant,Butter Croissant,Pastry,morning,61,1.1576923076923078
2024-12-12,chocolate_cookie,Chocolate Cookie,Dessert,midday,3,1.0
2024-12-12,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,midday,7,6.15
2024-12-12,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,morning,8,3.45
2024-12-12,country_sourdough,Country Sourdough,Bread,midday,20,1.6323529411764706
2024-12-12,country_sourdough,Country Sourdough,Bread,morning,39,1.7652777777777777
2024-12-12,fruit_tart,Fruit Tart,Dessert,midday,15,7.0
2024-12-12,fruit_tart,Fruit Tart,Dessert,morning,12,6.25
2024-12-12,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,midday,9,5.3
2024-12-12,pain_au_chocolat,Pain au Chocolat,Pastry,midday,2,1.2
2024-12-12,pain_au_chocolat,Pain au Chocolat,Pastry,morning,63,1.2
2024-12-12,traditional_baguette,Traditional Baguette,Bread,midday,209,1.1692
2024-12-12,traditional_baguette,Traditional Baguette,Bread,morning,260,1.152142857142857
2024-12-13,brioche,Brioche,Pastry,midday,1,5.0
2024-12-13,brioche,Brioche,Pastry,morning,8,5.0
2024-12-13,butter_croissant,Butter Croissant,Pastry,midday,6,1.1
2024-12-13,butter_croissant,Butter Croissant,Pastry,morning,106,1.1193548387096774
2024-12-13,chocolate_cookie,Chocolate Cookie,Dessert,morning,8,1.0
2024-12-13,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,midday,5,4.8
2024-12-13,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,morning,14,4.5
2024-12-13,country_sourdough,Country Sourdough,Bread,midday,28,1.68
2024-12-13,country_sourdough,Country Sourdough,Bread,morning,33,1.9839285714285713
2024-12-13,fruit_tart,Fruit Tart,Dessert,midday,18,6.181818181818182
2024-12-13,fruit_tart,Fruit Tart,Dessert,morning,6,7.333333333333333
2024-12-13,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,midday,12,5.375
2024-12-13,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,morning,5,4.833333333333333
2024-12-13,pain_au_chocolat,Pain au Chocolat,Pastry,midday,11,1.2
2024-12-13,pain_au_chocolat,Pain au Chocolat,Pastry,morning,99,1.2
2024-12-13,traditional_baguette,Traditional Baguette,Bread,midday,235,1.1593023255813952
2024-12-13,traditional_baguette,Traditional Baguette,Bread,morning,302,1.1645390070921986
2024-12-14,brioche,Brioche,Pastry,midday,5,5.0
2024-12-14,brioche,Brioche,Pastry,morning,3,5.0
2024-12-14,butter_croissant,Butter Croissant,Pastry,evening,3,1.1
2024-12-14,butter_croissant,Butter Croissant,Pastry,midday,12,1.2
2024-12-14,butter_croissant,Butter Croissant,Pastry,morning,106,1.1473684210526316
2024-12-14,chocolate_cookie,Chocolate Cookie,Dessert,midday,2,1.0
2024-12-14,chocolate_cookie,Chocolate Cookie,Dessert,morning,7,1.0
2024-12-14,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,evening,2,4.8
2024-12-14,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,midday,13,3.9000000000000004
2024-12-14,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,morning,19,5.045454545454546
2024-12-14,country_sourdough,Country Sourdough,Bread,evening,4,2.175
2024-12-14,country_sourdough,Country Sourdough,Bread,midday,21,1.83
2024-12-14,country_sourdough,Country Sourdough,Bread,morning,43,1.6312499999999999
2024-12-14,fruit_tart,Fruit Tart,Dessert,evening,3,7.0
2024-12-14,fruit_tart,Fruit Tart,Dessert,midday,15,6.666666666666667
2024-12-14,fruit_tart,Fruit Tart,Dessert,morning,20,7.428571428571429
2024-12-14,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,midday,10,6.0
2024-12-14,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,morning,2,6.5
2024-12-14,pain_au_chocolat,Pain au Chocolat,Pastry,evening,3,1.2
2024-12-14,pain_au_chocolat,Pain au Chocolat,Pastry,midday,3,1.2
2024-12-14,pain_au_chocolat,Pain au Chocolat,Pastry,morning,117,1.2
2024-12-14,traditional_baguette,Traditional Baguette,Bread,evening,36,1.1541666666666666
2024-12-14,traditional_baguette,Traditional Baguette,Bread,midday,242,1.1555555555555554
2024-12-14,traditional_baguette,Traditional Baguette,Bread,morning,327,1.152013422818792
2024-12-15,brioche,Brioche,Pastry,midday,1,5.0
2024-12-15,brioche,Brioche,Pastry,morning,10,5.0
2024-12-15,butter_croissant,Butter Croissant,Pastry,midday,9,1.1600000000000001
2024-12-15,butter_croissant,Butter Croissant,Pastry,morning,187,1.1218181818181818
2024-12-15,chocolate_cookie,Chocolate Cookie,Dessert,midday,1,1.0
2024-12-15,chocolate_cookie,Chocolate Cookie,Dessert,morning,7,1.0
2024-12-15,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,midday,12,3.9
2024-12-15,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,morning,19,3.9000000000000004
2024-12-15,country_sourdough,Country Sourdough,Bread,midday,19,2.0472222222222225
2024-12-15,country_sourdough,Country Sourdough,Bread,morning,51,1.6223684210526315
2024-12-15,fruit_tart,Fruit Tart,Dessert,midday,29,4.444444444444445
2024-12-15,fruit_tart,Fruit Tart,Dessert,morning,43,3.652173913043478
2024-12-15,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,midday,11,5.3
2024-12-15,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,morning,13,4.5
2024-12-15,pain_au_chocolat,Pain au Chocolat,Pastry,midday,5,1.2
2024-12-15,pain_au_chocolat,Pain au Chocolat,Pastry,morning,139,1.2
2024-12-15,traditional_baguette,Traditional Baguette,Bread,midday,141,1.155844155844156
2024-12-15,traditional_baguette,Traditional Baguette,Bread,morning,386,1.1507692307692308
2024-12-20,brioche,Brioche,Pastry,evening,1,5.0
2024-12-20,brioche,Brioche,Pastry,morning,2,5.0
2024-12-20,butter_croissant,Butter Croissant,Pastry,evening,1,1.4
2024-12-20,butter_croissant,Butter Croissant,Pastry,midday,1,1.1
2024-12-20,butter_croissant,Butter Croissant,Pastry,morning,23,1.1545454545454545
2024-12-20,chocolate_cookie,Chocolate Cookie,Dessert,evening,1,1.0
2024-12-20,chocolate_cookie,Chocolate Cookie,Dessert,midday,4,1.0
2024-12-20,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,midday,2,7.5
2024-12-20,country_sourdough,Country Sourdough,Bread,evening,2,2.0
2024-12-20,country_sourdough,Country Sourdough,Bread,midday,10,1.575
2024-12-20,country_sourdough,Country Sourdough,Bread,morning,9,1.711111111111111
2024-12-20,fruit_tart,Fruit Tart,Dessert,evening,2,2.0
2024-12-20,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,midday,16,5.730769230769231
2024-12-20,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,morning,2,3.5
2024-12-20,pain_au_chocolat,Pain au Chocolat,Pastry,midday,1,1.2
2024-12-20,pain_au_chocolat,Pain au Chocolat,Pastry,morning,16,1.2
2024-12-20,traditional_baguette,Traditional Baguette,Bread,evening,43,1.15
2024-12-20,traditional_baguette,Traditional Baguette,Bread,midday,31,1.1565217391304348
2024-12-20,traditional_baguette,Traditional Baguette,Bread,morning,58,1.1337837837837839
2024-12-21,brioche,Brioche,Pastry,midday,3,5.0
2024-12-21,brioche,Brioche,Pastry,morning,2,5.0
2024-12-21,butter_croissant,Butter Croissant,Pastry,midday,10,1.2
2024-12-21,butter_croissant,Butter Croissant,Pastry,morning,87,1.1583333333333334
2024-12-21,chocolate_cookie,Chocolate Cookie,Dessert,midday,3,1.0
2024-12-21,chocolate_cookie,Chocolate Cookie,Dessert,morning,2,1.0
2024-12-21,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,midday,4,3.45
2024-12-21,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,morning,5,3.45
2024-12-21,country_sourdough,Country Sourdough,Bread,evening,1,1.4
2024-12-21,country_sourdough,Country Sourdough,Bread,midday,11,1.5875
2024-12-21,country_sourdough,Country Sourdough,Bread,morning,21,1.9083333333333334
2024-12-21,fruit_tart,Fruit Tart,Dessert,evening,4,4.666666666666667
2024-12-21,fruit_tart,Fruit Tart,Dessert,midday,5,4.666666666666667
2024-12-21,fruit_tart,Fruit Tart,Dessert,morning,4,2.0
2024-12-21,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,evening,1,3.5
2024-12-21,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,midday,15,5.388888888888889
2024-12-21,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,morning,5,4.75
2024-12-21,pain_au_chocolat,Pain au Chocolat,Pastry,evening,2,1.2
2024-12-21,pain_au_chocolat,Pain au Chocolat,Pastry,midday,5,1.2
2024-12-21,pain_au_chocolat,Pain au Chocolat,Pastry,morning,56,1.2
2024-12-21,traditional_baguette,Traditional Baguette,Bread,evening,51,1.21
2024-12-21,traditional_baguette,Traditional Baguette,Bread,midday,124,1.173529411764706
2024-12-21,traditional_baguette,Traditional Baguette,Bread,morning,181,1.1401041666666667
2024-12-22,brioche,Brioche,Pastry,midday,2,5.0
2024-12-22,brioche,Brioche,Pastry,morning,6,5.0
2024-12-22,butter_croissant,Butter Croissant,Pastry,midday,18,1.1
2024-12-22,butter_croissant,Butter Croissant,Pastry,morning,139,1.1439024390243904
2024-12-22,chocolate_cookie,Chocolate Cookie,Dessert,midday,9,1.0
2024-12-22,chocolate_cookie,Chocolate Cookie,Dessert,morning,3,1.0
2024-12-22,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,midday,12,4.125
2024-12-22,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,morning,15,5.1
2024-12-22,country_sourdough,Country Sourdough,Bread,midday,19,2.021875
2024-12-22,country_sourdough,Country Sourdough,Bread,morning,38,1.5774193548387097
2024-12-22,fruit_tart,Fruit Tart,Dessert,midday,24,3.2222222222222223
2024-12-22,fruit_tart,Fruit Tart,Dessert,morning,22,7.214285714285714
2024-12-22,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,midday,12,6.0
2024-12-22,pain_au_chocolat,Pain au Chocolat,Pastry,midday,7,1.2
2024-12-22,pain_au_chocolat,Pain au Chocolat,Pastry,morning,93,1.2
2024-12-22,traditional_baguette,Traditional Baguette,Bread,midday,233,1.168018018018018
2024-12-22,traditional_baguette,Traditional Baguette,Bread,morning,289,1.1528571428571428
2024-12-23,brioche,Brioche,Pastry,midday,1,5.0
2024-12-23,brioche,Brioche,Pastry,morning,1,5.0
2024-12-23,butter_croissant,Butter Croissant,Pastry,midday,23,1.2285714285714284
2024-12-23,butter_croissant,Butter Croissant,Pastry,morning,97,1.1166666666666667
2024-12-23,chocolate_cookie,Chocolate Cookie,Dessert,midday,2,1.0
2024-12-23,chocolate_cookie,Chocolate Cookie,Dessert,morning,7,1.0
2024-12-23,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,midday,11,3.9
2024-12-23,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,morning,6,5.7
2024-12-23,country_sourdough,Country Sourdough,Bread,midday,18,1.9777777777777779
2024-12-23,country_sourdough,Country Sourdough,Bread,morning,30,1.6035714285714284
2024-12-23,fruit_tart,Fruit Tart,Dessert,midday,24,5.133333333333334
2024-12-23,fruit_tart,Fruit Tart,Dessert,morning,6,9.4
2024-12-23,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,midday,4,5.5
2024-12-23,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,morning,1,6.5
2024-12-23,pain_au_chocolat,Pain au Chocolat,Pastry,midday,7,1.2
2024-12-23,pain_au_chocolat,Pain au Chocolat,Pastry,morning,100,1.2
2024-12-23,traditional_baguette,Traditional Baguette,Bread,midday,201,1.175877192982456
2024-12-23,traditional_baguette,Traditional Baguette,Bread,morning,229,1.1445833333333333
2024-12-24,brioche,Brioche,Pastry,evening,1,5.0
2024-12-24,brioche,Brioche,Pastry,morning,1,5.0
2024-12-24,butter_croissant,Butter Croissant,Pastry,evening,5,1.25
2024-12-24,butter_croissant,Butter Croissant,Pastry,midday,3,1.1
2024-12-24,butter_croissant,Butter Croissant,Pastry,morning,31,1.1705882352941177
2024-12-24,chocolate_cookie,Chocolate Cookie,Dessert,midday,4,1.0
2024-12-24,chocolate_cookie,Chocolate Cookie,Dessert,morning,1,1.0
2024-12-24,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,morning,3,2.1
2024-12-24,country_sourdough,Country Sourdough,Bread,evening,4,1.5875
2024-12-24,country_sourdough,Country Sourdough,Bread,midday,13,1.6961538461538461
2024-12-24,country_sourdough,Country Sourdough,Bread,morning,19,1.56875
2024-12-24,fruit_tart,Fruit Tart,Dessert,evening,3,2.3333333333333335
2024-12-24,fruit_tart,Fruit Tart,Dessert,midday,4,2.0
2024-12-24,fruit_tart,Fruit Tart,Dessert,morning,4,2.0
2024-12-24,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,evening,1,5.0
2024-12-24,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,midday,17,5.25
2024-12-24,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,morning,9,4.785714285714286
2024-12-24,pain_au_chocolat,Pain au Chocolat,Pastry,evening,6,1.2
2024-12-24,pain_au_chocolat,Pain au Chocolat,Pastry,midday,3,1.2
2024-12-24,pain_au_chocolat,Pain au Chocolat,Pastry,morning,21,1.2
2024-12-24,traditional_baguette,Traditional Baguette,Bread,evening,38,1.1854166666666666
2024-12-24,traditional_baguette,Traditional Baguette,Bread,midday,67,1.1382978723404256
2024-12-24,traditional_baguette,Traditional Baguette,Bread,morning,89,1.1035087719298244
2024-12-25,butter_croissant,Butter Croissant,Pastry,evening,2,1.1
2024-12-25,butter_croissant,Butter Croissant,Pastry,morning,7,1.1600000000000001
2024-12-25,chocolate_cookie,Chocolate Cookie,Dessert,midday,1,1.0
2024-12-25,chocolate_cookie,Chocolate Cookie,Dessert,morning,1,1.0
2024-12-25,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,evening,1,2.1
2024-12-25,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,midday,2,2.1
2024-12-25,country_sourdough,Country Sourdough,Bread,evening,3,1.5
2024-12-25,country_sourdough,Country Sourdough,Bread,midday,9,1.75
2024-12-25,country_sourdough,Country Sourdough,Bread,morning,14,1.7769230769230768
2024-12-25,fruit_tart,Fruit Tart,Dessert,evening,5,2.5
2024-12-25,fruit_tart,Fruit Tart,Dessert,midday,6,2.0
2024-12-25,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,midday,18,5.576923076923077
2024-12-25,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,morning,2,5.5
2024-12-25,pain_au_chocolat,Pain au Chocolat,Pastry,evening,2,1.2
2024-12-25,pain_au_chocolat,Pain au Chocolat,Pastry,midday,2,1.2
2024-12-25,pain_au_chocolat,Pain au Chocolat,Pastry,morning,4,1.2
2024-12-25,traditional_baguette,Traditional Baguette,Bread,evening,33,1.1552631578947368
2024-12-25,traditional_baguette,Traditional Baguette,Bread,midday,77,1.144
2024-12-25,traditional_baguette,Traditional Baguette,Bread,morning,49,1.143939393939394
2024-12-26,brioche,Brioche,Pastry,midday,1,5.0
2024-12-26,brioche,Brioche,Pastry,morning,1,5.0
2024-12-26,butter_croissant,Butter Croissant,Pastry,evening,9,1.2
2024-12-26,butter_croissant,Butter Croissant,Pastry,midday,4,1.1
2024-12-26,butter_croissant,Butter Croissant,Pastry,morning,13,1.175
2024-12-26,chocolate_cookie,Chocolate Cookie,Dessert,evening,2,1.0
2024-12-26,chocolate_cookie,Chocolate Cookie,Dessert,morning,2,1.0
2024-12-26,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,evening,4,2.1
2024-12-26,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,midday,1,7.5
2024-12-26,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,morning,1,2.1
2024-12-26,country_sourdough,Country Sourdough,Bread,evening,7,1.3714285714285714
2024-12-26,country_sourdough,Country Sourdough,Bread,midday,12,1.6909090909090911
2024-12-26,country_sourdough,Country Sourdough,Bread,morning,13,1.5909090909090908
2024-12-26,fruit_tart,Fruit Tart,Dessert,evening,1,2.0
2024-12-26,fruit_tart,Fruit Tart,Dessert,morning,1,3.0
2024-12-26,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,midday,11,6.0
2024-12-26,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,morning,8,5.5
2024-12-26,pain_au_chocolat,Pain au Chocolat,Pastry,evening,2,1.2
2024-12-26,pain_au_chocolat,Pain au Chocolat,Pastry,midday,2,1.2
2024-12-26,pain_au_chocolat,Pain au Chocolat,Pastry,morning,8,1.2
2024-12-26,traditional_baguette,Traditional Baguette,Bread,evening,30,1.15
2024-12-26,traditional_baguette,Traditional Baguette,Bread,midday,52,1.1705882352941175
2024-12-26,traditional_baguette,Traditional Baguette,Bread,morning,76,1.0953488372093023
2024-12-27,brioche,Brioche,Pastry,midday,1,5.0
2024-12-27,brioche,Brioche,Pastry,morning,1,5.0
2024-12-27,butter_croissant,Butter Croissant,Pastry,evening,3,1.3999999999999997
2024-12-27,butter_croissant,Butter Croissant,Pastry,midday,5,1.2
2024-12-27,butter_croissant,Butter Croissant,Pastry,morning,10,1.1857142857142857
2024-12-27,chocolate_cookie,Chocolate Cookie,Dessert,evening,4,1.0
2024-12-27,chocolate_cookie,Chocolate Cookie,Dessert,midday,7,1.0
2024-12-27,chocolate_cookie,Chocolate Cookie,Dessert,morning,1,1.0
2024-12-27,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,midday,13,3.9
2024-12-27,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,morning,1,2.1
2024-12-27,country_sourdough,Country Sourdough,Bread,evening,7,1.95
2024-12-27,country_sourdough,Country Sourdough,Bread,midday,15,1.5636363636363635
2024-12-27,country_sourdough,Country Sourdough,Bread,morning,15,1.8166666666666667
2024-12-27,fruit_tart,Fruit Tart,Dessert,midday,2,2.0
2024-12-27,fruit_tart,Fruit Tart,Dessert,morning,1,2.0
2024-12-27,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,evening,3,4.5
2024-12-27,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,midday,25,4.75
2024-12-27,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,morning,3,5.0
2024-12-27,pain_au_chocolat,Pain au Chocolat,Pastry,evening,7,1.2
2024-12-27,pain_au_chocolat,Pain au Chocolat,Pastry,midday,5,1.2
2024-12-27,pain_au_chocolat,Pain au Chocolat,Pastry,morning,11,1.2
2024-12-27,traditional_baguette,Traditional Baguette,Bread,evening,48,1.1428571428571428
2024-12-27,traditional_baguette,Traditional Baguette,Bread,midday,59,1.165
2024-12-27,traditional_baguette,Traditional Baguette,Bread,morning,72,1.121590909090909
2024-12-28,brioche,Brioche,Pastry,evening,3,0.8
2024-12-28,brioche,Brioche,Pastry,midday,2,5.0
2024-12-28,butter_croissant,Butter Croissant,Pastry,evening,10,1.1600000000000001
2024-12-28,butter_croissant,Butter Croissant,Pastry,midday,18,1.1375000000000002
2024-12-28,butter_croissant,Butter Croissant,Pastry,morning,44,1.115
2024-12-28,chocolate_cookie,Chocolate Cookie,Dessert,midday,6,1.0
2024-12-28,chocolate_cookie,Chocolate Cookie,Dessert,morning,4,1.0
2024-12-28,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,evening,2,2.1
2024-12-28,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,midday,1,7.5
2024-12-28,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,morning,3,2.1
2024-12-28,country_sourdough,Country Sourdough,Bread,evening,3,1.1666666666666667
2024-12-28,country_sourdough,Country Sourdough,Bread,midday,15,1.5599999999999998
2024-12-28,country_sourdough,Country Sourdough,Bread,morning,26,1.7261904761904763
2024-12-28,fruit_tart,Fruit Tart,Dessert,evening,1,12.0
2024-12-28,fruit_tart,Fruit Tart,Dessert,midday,3,2.0
2024-12-28,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,midday,13,5.2
2024-12-28,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,morning,4,4.833333333333333
2024-12-28,pain_au_chocolat,Pain au Chocolat,Pastry,midday,3,1.2
2024-12-28,pain_au_chocolat,Pain au Chocolat,Pastry,morning,46,1.2
2024-12-28,traditional_baguette,Traditional Baguette,Bread,evening,40,1.2
2024-12-28,traditional_baguette,Traditional Baguette,Bread,midday,109,1.137719298245614
2024-12-28,traditional_baguette,Traditional Baguette,Bread,morning,135,1.1409090909090909
2024-12-29,brioche,Brioche,Pastry,midday,1,5.0
2024-12-29,brioche,Brioche,Pastry,morning,4,5.0
2024-12-29,butter_croissant,Butter Croissant,Pastry,midday,13,1.1
2024-12-29,butter_croissant,Butter Croissant,Pastry,morning,95,1.1166666666666667
2024-12-29,chocolate_cookie,Chocolate Cookie,Dessert,midday,3,1.0
2024-12-29,chocolate_cookie,Chocolate Cookie,Dessert,morning,3,1.0
2024-12-29,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,midday,2,2.1
2024-12-29,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,morning,4,4.8
2024-12-29,country_sourdough,Country Sourdough,Bread,midday,10,1.411111111111111
2024-12-29,country_sourdough,Country Sourdough,Bread,morning,50,1.7054054054054055
2024-12-29,fruit_tart,Fruit Tart,Dessert,midday,20,5.571428571428571
2024-12-29,fruit_tart,Fruit Tart,Dessert,morning,21,7.1875
2024-12-29,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,morning,7,5.5
2024-12-29,pain_au_chocolat,Pain au Chocolat,Pastry,midday,10,1.2
2024-12-29,pain_au_chocolat,Pain au Chocolat,Pastry,morning,68,1.2
2024-12-29,traditional_baguette,Traditional Baguette,Bread,midday,157,1.1903225806451614
2024-12-29,traditional_baguette,Traditional Baguette,Bread,morning,258,1.1270676691729324
2024-12-30,brioche,Brioche,Pastry,morning,1,5.0
2024-12-30,butter_croissant,Butter Croissant,Pastry,evening,1,1.1
2024-12-30,butter_croissant,Butter Croissant,Pastry,midday,1,1.1
2024-12-30,butter_croissant,Butter Croissant,Pastry,morning,22,1.1272727272727272
2024-12-30,chocolate_cookie,Chocolate Cookie,Dessert,evening,2,1.0
2024-12-30,chocolate_cookie,Chocolate Cookie,Dessert,morning,1,1.0
2024-12-30,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,midday,2,7.5
2024-12-30,country_sourdough,Country Sourdough,Bread,evening,6,1.7333333333333334
2024-12-30,country_sourdough,Country Sourdough,Bread,midday,11,1.5772727272727274
2024-12-30,country_sourdough,Country Sourdough,Bread,morning,20,1.6035714285714284
2024-12-30,fruit_tart,Fruit Tart,Dessert,evening,1,9.0
2024-12-30,fruit_tart,Fruit Tart,Dessert,midday,2,12.0
2024-12-30,fruit_tart,Fruit Tart,Dessert,morning,1,9.0
2024-12-30,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,evening,1,7.5
2024-12-30,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,midday,31,5.3076923076923075
2024-12-30,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,morning,8,4.5
2024-12-30,pain_au_chocolat,Pain au Chocolat,Pastry,evening,1,1.2
2024-12-30,pain_au_chocolat,Pain au Chocolat,Pastry,midday,5,1.2
2024-12-30,pain_au_chocolat,Pain au Chocolat,Pastry,morning,13,1.2
2024-12-30,traditional_baguette,Traditional Baguette,Bread,evening,42,1.15625
2024-12-30,traditional_baguette,Traditional Baguette,Bread,midday,42,1.1199999999999999
2024-12-30,traditional_baguette,Traditional Baguette,Bread,morning,83,1.1241071428571427
2024-12-31,brioche,Brioche,Pastry,morning,1,5.0
2024-12-31,butter_croissant,Butter Croissant,Pastry,midday,3,1.25
2024-12-31,butter_croissant,Butter Croissant,Pastry,morning,29,1.125
2024-12-31,chocolate_cookie,Chocolate Cookie,Dessert,midday,2,1.0
2024-12-31,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,evening,1,7.5
2024-12-31,coffee_bun_sweet_bun,Coffee Bun / Sweet Bun,Pastry,morning,2,4.8
2024-12-31,country_sourdough,Country Sourdough,Bread,evening,2,1.5
2024-12-31,country_sourdough,Country Sourdough,Bread,midday,9,2.0555555555555554
2024-12-31,country_sourdough,Country Sourdough,Bread,morning,22,1.6947368421052629
2024-12-31,fruit_tart,Fruit Tart,Dessert,midday,2,2.0
2024-12-31,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,evening,1,2.5
2024-12-31,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,midday,30,5.333333333333333
2024-12-31,ham_cheese_sandwich,Ham & Cheese Sandwich,Savory,morning,6,4.5
2024-12-31,pain_au_chocolat,Pain au Chocolat,Pastry,evening,1,1.2
