date,time,ticket_number,article,quantity,unit_price,timestamp,hour,daypart
2025-02-10,11:35,187306.0,COUPE,1.0,0.15,2025-02-10 11:35:00,11,midday
2025-02-10,11:39,187307.0,VIK BREAD,1.0,2.5,2025-02-10 11:39:00,11,midday
2025-02-10,11:39,187307.0,CEREAL BAGUETTE,1.0,1.25,2025-02-10 11:39:00,11,midday
2025-02-10,11:39,187307.0,COUPE,1.0,0.15,2025-02-10 11:39:00,11,midday
2025-02-10,11:39,187307.0,COUPE,1.0,0.15,2025-02-10 11:39:00,11,midday
2025-02-10,11:39,187307.0,SPECIAL BREAD,1.0,2.4,2025-02-10 11:39:00,11,midday
2025-02-10,11:41,187308.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 11:41:00,11,midday
2025-02-10,11:41,187309.0,COUPE,1.0,0.15,2025-02-10 11:41:00,11,midday
2025-02-10,11:41,187309.0,SPECIAL BREAD,1.0,2.4,2025-02-10 11:41:00,11,midday
2025-02-10,11:42,187310.0,TRADITIONAL BAGUETTE,2.0,1.2,2025-02-10 11:42:00,11,midday
2025-02-10,11:42,187311.0,FORMULE SANDWICH,1.0,6.5,2025-02-10 11:42:00,11,midday
2025-02-10,11:44,187312.0,BANETTE,1.0,1.05,2025-02-10 11:44:00,11,midday
2025-02-10,11:44,187313.0,VIK BREAD,1.0,2.5,2025-02-10 11:44:00,11,midday
2025-02-10,11:44,187313.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 11:44:00,11,midday
2025-02-10,11:45,187314.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 11:45:00,11,midday
2025-02-10,11:45,187315.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 11:45:00,11,midday
2025-02-10,11:45,187315.0,COUPE,1.0,0.15,2025-02-10 11:45:00,11,midday
2025-02-10,11:45,187315.0,BAGUETTE,1.0,0.9,2025-02-10 11:45:00,11,midday
2025-02-10,11:45,187315.0,MOISSON,1.0,2.0,2025-02-10 11:45:00,11,midday
2025-02-10,11:46,187316.0,TRADITIONAL BAGUETTE,2.0,1.2,2025-02-10 11:46:00,11,midday
2025-02-10,11:47,187317.0,TRADITIONAL BAGUETTE,2.0,1.2,2025-02-10 11:47:00,11,midday
2025-02-10,11:47,187318.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 11:47:00,11,midday
2025-02-10,11:48,187319.0,BAGUETTE,1.0,0.9,2025-02-10 11:48:00,11,midday
2025-02-10,11:48,187320.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 11:48:00,11,midday
2025-02-10,11:48,187321.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 11:48:00,11,midday
2025-02-10,11:52,187322.0,"PLATPREPARE7,00",3.0,7.0,2025-02-10 11:52:00,11,midday
2025-02-10,11:54,187323.0,CROISSANT,2.0,1.1,2025-02-10 11:54:00,11,midday
2025-02-10,11:54,187323.0,BAGUETTE,2.0,0.9,2025-02-10 11:54:00,11,midday
2025-02-10,11:54,187324.0,BANETTE,2.0,1.05,2025-02-10 11:54:00,11,midday
2025-02-10,11:55,187325.0,VIK BREAD,1.0,2.5,2025-02-10 11:55:00,11,midday
2025-02-10,11:55,187325.0,COUPE,1.0,0.15,2025-02-10 11:55:00,11,midday
2025-02-10,11:55,187325.0,DIVERS PATISSERIE,1.0,2.5,2025-02-10 11:55:00,11,midday
2025-02-10,11:55,187325.0,SPECIAL BREAD,1.0,2.4,2025-02-10 11:55:00,11,midday
2025-02-10,11:55,187325.0,ROYAL 4P,1.0,12.0,2025-02-10 11:55:00,11,midday
2025-02-10,11:56,187326.0,MOISSON,1.0,2.0,2025-02-10 11:56:00,11,midday
2025-02-10,11:56,187326.0,CROISSANT,2.0,1.1,2025-02-10 11:56:00,11,midday
2025-02-10,11:56,187326.0,NOIX JAPONAISE,2.0,2.0,2025-02-10 11:56:00,11,midday
2025-02-10,11:56,187326.0,COUPE,1.0,0.15,2025-02-10 11:56:00,11,midday
2025-02-10,11:57,187327.0,TRADITIONAL BAGUETTE,3.0,1.2,2025-02-10 11:57:00,11,midday
2025-02-10,11:57,187328.0,COUPE,1.0,0.15,2025-02-10 11:57:00,11,midday
2025-02-10,11:57,187328.0,CAMPAGNE,1.0,1.8,2025-02-10 11:57:00,11,midday
2025-02-10,11:58,187329.0,TRADITIONAL BAGUETTE,5.0,1.2,2025-02-10 11:58:00,11,midday
2025-02-10,11:58,187330.0,COUPE,1.0,0.15,2025-02-10 11:58:00,11,midday
2025-02-10,11:58,187330.0,TARTELETTE,1.0,2.0,2025-02-10 11:58:00,11,midday
2025-02-10,11:58,187330.0,MOISSON,1.0,2.0,2025-02-10 11:58:00,11,midday
2025-02-10,11:59,187331.0,PAIN AU CHOCOLAT,4.0,1.2,2025-02-10 11:59:00,11,midday
2025-02-10,11:59,187331.0,BANETTE,2.0,1.05,2025-02-10 11:59:00,11,midday
2025-02-10,12:00,187332.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 12:00:00,12,midday
2025-02-10,12:00,187332.0,PAIN BANETTE,1.0,1.4,2025-02-10 12:00:00,12,midday
2025-02-10,12:01,187333.0,COMPLET,1.0,1.5,2025-02-10 12:01:00,12,midday
2025-02-10,12:01,187333.0,COUPE,1.0,0.15,2025-02-10 12:01:00,12,midday
2025-02-10,12:02,187334.0,SANDWICH COMPLET,1.0,4.5,2025-02-10 12:02:00,12,midday
2025-02-10,12:02,187335.0,TRADITIONAL BAGUETTE,2.0,1.2,2025-02-10 12:02:00,12,midday
2025-02-10,12:02,187336.0,CAMPAGNE,1.0,1.8,2025-02-10 12:02:00,12,midday
2025-02-10,12:02,187336.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 12:02:00,12,midday
2025-02-10,12:02,187337.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 12:02:00,12,midday
2025-02-10,12:03,187338.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 12:03:00,12,midday
2025-02-10,12:03,187339.0,BOISSON 33CL,1.0,1.5,2025-02-10 12:03:00,12,midday
2025-02-10,12:03,187339.0,FORMULE SANDWICH,2.0,6.5,2025-02-10 12:03:00,12,midday
2025-02-10,12:04,187340.0,PAIN BANETTE,2.0,1.4,2025-02-10 12:04:00,12,midday
2025-02-10,12:04,187340.0,BRIOCHE,2.0,5.0,2025-02-10 12:04:00,12,midday
2025-02-10,12:04,187340.0,GRAND FAR BRETON,2.0,7.0,2025-02-10 12:04:00,12,midday
2025-02-10,12:06,187341.0,BAGUETTE,1.0,0.9,2025-02-10 12:06:00,12,midday
2025-02-10,12:07,187342.0,BANETTE,2.0,1.05,2025-02-10 12:07:00,12,midday
2025-02-10,12:07,187342.0,TRADITIONAL BAGUETTE,2.0,1.2,2025-02-10 12:07:00,12,midday
2025-02-10,12:07,187342.0,CHAUSSON AUX POMMES,4.0,1.4,2025-02-10 12:07:00,12,midday
2025-02-10,12:08,187343.0,FORMULE PLAT PREPARE,1.0,8.0,2025-02-10 12:08:00,12,midday
2025-02-10,12:09,187344.0,TRIANGLES,1.0,2.5,2025-02-10 12:09:00,12,midday
2025-02-10,12:09,187345.0,COOKIE,1.0,1.0,2025-02-10 12:09:00,12,midday
2025-02-10,12:09,187345.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 12:09:00,12,midday
2025-02-10,12:10,187346.0,TRADITIONAL BAGUETTE,3.0,1.2,2025-02-10 12:10:00,12,midday
2025-02-10,12:10,187347.0,TRADITIONAL BAGUETTE,2.0,1.2,2025-02-10 12:10:00,12,midday
2025-02-10,12:10,187348.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 12:10:00,12,midday
2025-02-10,12:10,187349.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 12:10:00,12,midday
2025-02-10,12:11,187350.0,TRADITIONAL BAGUETTE,4.0,1.2,2025-02-10 12:11:00,12,midday
2025-02-10,12:11,187351.0,QUIM BREAD,2.0,1.0,2025-02-10 12:11:00,12,midday
2025-02-10,12:11,187351.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 12:11:00,12,midday
2025-02-10,12:12,187352.0,BAGUETTE,1.0,0.9,2025-02-10 12:12:00,12,midday
2025-02-10,12:12,187352.0,DEMI BAGUETTE,1.0,0.45,2025-02-10 12:12:00,12,midday
2025-02-10,12:12,187352.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 12:12:00,12,midday
2025-02-10,12:12,187353.0,TRADITIONAL BAGUETTE,2.0,1.2,2025-02-10 12:12:00,12,midday
2025-02-10,12:12,187354.0,SANDWICH COMPLET,1.0,4.5,2025-02-10 12:12:00,12,midday
2025-02-10,12:13,187355.0,DIVERS CONFISERIE,1.0,3.0,2025-02-10 12:13:00,12,midday
2025-02-10,12:13,187355.0,TRADITIONAL BAGUETTE,5.0,1.2,2025-02-10 12:13:00,12,midday
2025-02-10,12:14,187356.0,BOULE 200G,1.0,1.1,2025-02-10 12:14:00,12,midday
2025-02-10,12:14,187356.0,COUPE,1.0,0.15,2025-02-10 12:14:00,12,midday
2025-02-10,12:15,187357.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 12:15:00,12,midday
2025-02-10,12:15,187357.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 12:15:00,12,midday
2025-02-10,12:15,187357.0,ST HONORE,1.0,3.0,2025-02-10 12:15:00,12,midday
2025-02-10,12:16,187358.0,BANETTE,1.0,1.05,2025-02-10 12:16:00,12,midday
2025-02-10,12:16,187359.0,BANETTE,1.0,1.05,2025-02-10 12:16:00,12,midday
2025-02-10,12:16,187360.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 12:16:00,12,midday
2025-02-10,12:16,187361.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 12:16:00,12,midday
2025-02-10,12:17,187362.0,FORMULE SANDWICH,1.0,6.5,2025-02-10 12:17:00,12,midday
2025-02-10,12:17,187363.0,TRADITIONAL BAGUETTE,4.0,1.2,2025-02-10 12:17:00,12,midday
2025-02-10,12:18,187364.0,TRADITIONAL BAGUETTE,3.0,1.2,2025-02-10 12:18:00,12,midday
2025-02-10,12:20,187365.0,BAGUETTE GRAINE,1.0,1.3,2025-02-10 12:20:00,12,midday
2025-02-10,12:21,187366.0,FORMULE SANDWICH,2.0,6.5,2025-02-10 12:21:00,12,midday
2025-02-10,12:21,187366.0,COOKIE,1.0,1.0,2025-02-10 12:21:00,12,midday
2025-02-10,12:22,187367.0,FORMULE SANDWICH,1.0,6.5,2025-02-10 12:22:00,12,midday
2025-02-10,12:23,187368.0,GACHE,1.0,5.0,2025-02-10 12:23:00,12,midday
2025-02-10,12:23,187368.0,CEREAL BAGUETTE,1.0,1.25,2025-02-10 12:23:00,12,midday
2025-02-10,12:24,187369.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 12:24:00,12,midday
2025-02-10,12:25,187370.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 12:25:00,12,midday
2025-02-10,12:25,187371.0,FORMULE PLAT PREPARE,1.0,8.0,2025-02-10 12:25:00,12,midday
2025-02-10,12:25,187372.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 12:25:00,12,midday
2025-02-10,12:26,187373.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 12:26:00,12,midday
2025-02-10,12:26,187374.0,TRADITIONAL BAGUETTE,2.0,1.2,2025-02-10 12:26:00,12,midday
2025-02-10,12:27,187375.0,TRADITIONAL BAGUETTE,3.0,1.2,2025-02-10 12:27:00,12,midday
2025-02-10,12:28,187376.0,TRADITIONAL BAGUETTE,3.0,1.2,2025-02-10 12:28:00,12,midday
2025-02-10,12:29,187377.0,BANETTE,1.0,1.05,2025-02-10 12:29:00,12,midday
2025-02-10,12:30,187378.0,VIENNOISE,2.0,1.1,2025-02-10 12:30:00,12,midday
2025-02-10,12:30,187378.0,BANETTE,2.0,1.05,2025-02-10 12:30:00,12,midday
2025-02-10,12:30,187378.0,BANETTE,1.0,1.05,2025-02-10 12:30:00,12,midday
2025-02-10,12:30,187378.0,COUPE,1.0,0.15,2025-02-10 12:30:00,12,midday
2025-02-10,12:30,187378.0,COMPLET,1.0,1.5,2025-02-10 12:30:00,12,midday
2025-02-10,12:31,187379.0,VIK BREAD,1.0,2.5,2025-02-10 12:31:00,12,midday
2025-02-10,12:31,187379.0,COUPE,1.0,0.15,2025-02-10 12:31:00,12,midday
2025-02-10,12:31,187379.0,TRADITIONAL BAGUETTE,3.0,1.2,2025-02-10 12:31:00,12,midday
2025-02-10,12:32,187380.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 12:32:00,12,midday
2025-02-10,12:33,187381.0,SANDWICH COMPLET,3.0,4.5,2025-02-10 12:33:00,12,midday
2025-02-10,12:33,187382.0,TRIANGLES,2.0,2.5,2025-02-10 12:33:00,12,midday
2025-02-10,12:34,187383.0,CAMPAGNE,1.0,1.8,2025-02-10 12:34:00,12,midday
2025-02-10,12:34,187383.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 12:34:00,12,midday
2025-02-10,12:34,187383.0,COUPE,1.0,0.15,2025-02-10 12:34:00,12,midday
2025-02-10,12:35,187384.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 12:35:00,12,midday
2025-02-10,12:35,187385.0,TRADITIONAL BAGUETTE,2.0,1.2,2025-02-10 12:35:00,12,midday
2025-02-10,12:35,187385.0,BAGUETTE,2.0,0.9,2025-02-10 12:35:00,12,midday
2025-02-10,12:36,187386.0,FORMULE SANDWICH,1.0,6.5,2025-02-10 12:36:00,12,midday
2025-02-10,12:38,187387.0,TRADITIONAL BAGUETTE,3.0,1.2,2025-02-10 12:38:00,12,midday
2025-02-10,12:38,187387.0,COUPE,1.0,0.15,2025-02-10 12:38:00,12,midday
2025-02-10,12:38,187387.0,VIK BREAD,1.0,2.5,2025-02-10 12:38:00,12,midday
2025-02-10,12:39,187388.0,BANETTE,2.0,1.05,2025-02-10 12:39:00,12,midday
2025-02-10,12:39,187389.0,BANETTE,1.0,1.05,2025-02-10 12:39:00,12,midday
2025-02-10,12:39,187389.0,PAIN BANETTE,1.0,1.4,2025-02-10 12:39:00,12,midday
2025-02-10,12:40,187390.0,CAMPAGNE,2.0,1.8,2025-02-10 12:40:00,12,midday
2025-02-10,12:40,187390.0,TRADITIONAL BAGUETTE,2.0,1.2,2025-02-10 12:40:00,12,midday
2025-02-10,12:41,187391.0,SAND JB EMMENTAL,1.0,3.5,2025-02-10 12:41:00,12,midday
2025-02-10,12:42,187392.0,COUPE,1.0,0.15,2025-02-10 12:42:00,12,midday
2025-02-10,12:42,187392.0,VIK BREAD,1.0,2.5,2025-02-10 12:42:00,12,midday
2025-02-10,12:42,187392.0,TRADITIONAL BAGUETTE,2.0,1.2,2025-02-10 12:42:00,12,midday
2025-02-10,12:44,187393.0,SAND JB EMMENTAL,1.0,3.5,2025-02-10 12:44:00,12,midday
2025-02-10,12:44,187394.0,BANETTE,1.0,1.05,2025-02-10 12:44:00,12,midday
2025-02-10,12:45,187395.0,TRADITIONAL BAGUETTE,2.0,1.2,2025-02-10 12:45:00,12,midday
2025-02-10,12:45,187396.0,TRADITIONAL BAGUETTE,2.0,1.2,2025-02-10 12:45:00,12,midday
2025-02-10,12:45,187397.0,TRADITIONAL BAGUETTE,4.0,1.2,2025-02-10 12:45:00,12,midday
2025-02-10,12:48,187398.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 12:48:00,12,midday
2025-02-10,12:48,187399.0,SANDWICH COMPLET,1.0,4.5,2025-02-10 12:48:00,12,midday
2025-02-10,12:50,187400.0,MILLES FEUILLES,1.0,2.0,2025-02-10 12:50:00,12,midday
2025-02-10,12:50,187400.0,TARTELETTE,2.0,2.0,2025-02-10 12:50:00,12,midday
2025-02-10,12:50,187400.0,COUPE,1.0,0.15,2025-02-10 12:50:00,12,midday
2025-02-10,12:50,187400.0,BANETTE,2.0,1.05,2025-02-10 12:50:00,12,midday
2025-02-10,12:50,187400.0,VIK BREAD,1.0,2.5,2025-02-10 12:50:00,12,midday
2025-02-10,12:53,187401.0,FORMULE SANDWICH,1.0,6.5,2025-02-10 12:53:00,12,midday
2025-02-10,12:53,187401.0,TARTELETTE,1.0,2.0,2025-02-10 12:53:00,12,midday
2025-02-10,12:54,187402.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 12:54:00,12,midday
2025-02-10,12:55,187403.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 12:55:00,12,midday
2025-02-10,12:56,187404.0,CAMPAGNE,1.0,1.8,2025-02-10 12:56:00,12,midday
2025-02-10,12:56,187404.0,COUPE,1.0,0.15,2025-02-10 12:56:00,12,midday
2025-02-10,12:58,187405.0,BANETTE,2.0,1.05,2025-02-10 12:58:00,12,midday
2025-02-10,13:05,187406.0,CAFE OU EAU,1.0,1.0,2025-02-10 13:05:00,13,midday
2025-02-10,13:05,187406.0,BOISSON 33CL,1.0,1.5,2025-02-10 13:05:00,13,midday
2025-02-10,13:05,187406.0,FORMULE PLAT PREPARE,1.0,8.0,2025-02-10 13:05:00,13,midday
2025-02-10,13:05,187406.0,CROISSANT,1.0,1.1,2025-02-10 13:05:00,13,midday
2025-02-10,13:05,187406.0,BROWNIES,1.0,2.5,2025-02-10 13:05:00,13,midday
2025-02-10,13:06,187407.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 13:06:00,13,midday
2025-02-10,13:08,187408.0,CEREAL BAGUETTE,4.0,1.25,2025-02-10 13:08:00,13,midday
2025-02-10,13:10,187409.0,COUPE,1.0,0.15,2025-02-10 13:10:00,13,midday
2025-02-10,13:10,187409.0,BAGUETTE,1.0,0.9,2025-02-10 13:10:00,13,midday
2025-02-10,13:10,187409.0,MOISSON,1.0,2.0,2025-02-10 13:10:00,13,midday
2025-02-10,13:13,187410.0,TRADITIONAL BAGUETTE,2.0,1.2,2025-02-10 13:13:00,13,midday
2025-02-10,13:15,187411.0,PAIN,1.0,1.15,2025-02-10 13:15:00,13,midday
2025-02-10,13:17,187412.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 13:17:00,13,midday
2025-02-10,13:22,187413.0,FORMULE SANDWICH,1.0,6.5,2025-02-10 13:22:00,13,midday
2025-02-10,13:27,187414.0,NOIX JAPONAISE,1.0,2.0,2025-02-10 13:27:00,13,midday
2025-02-10,13:27,187414.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 13:27:00,13,midday
2025-02-10,13:27,187414.0,PARIS BREST,1.0,2.0,2025-02-10 13:27:00,13,midday
2025-02-10,13:27,187414.0,RELIGIEUSE,1.0,2.5,2025-02-10 13:27:00,13,midday
2025-02-10,13:35,187415.0,BANETTE,2.0,1.05,2025-02-10 13:35:00,13,midday
2025-02-10,13:35,187416.0,VIENNOISE,1.0,1.1,2025-02-10 13:35:00,13,midday
2025-02-10,13:36,187417.0,BAGUETTE,2.0,0.9,2025-02-10 13:36:00,13,midday
2025-02-10,16:05,187419.0,CAMPAGNE,1.0,1.8,2025-02-10 16:05:00,16,evening
2025-02-10,16:07,187420.0,CHAUSSON AUX POMMES,1.0,1.4,2025-02-10 16:07:00,16,evening
2025-02-10,16:07,187421.0,CROISSANT,2.0,1.1,2025-02-10 16:07:00,16,evening
2025-02-10,16:07,187421.0,PAIN AU CHOCOLAT,2.0,1.2,2025-02-10 16:07:00,16,evening
2025-02-10,16:07,187421.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 16:07:00,16,evening
2025-02-10,16:08,187422.0,TRADITIONAL BAGUETTE,2.0,1.2,2025-02-10 16:08:00,16,evening
2025-02-10,16:09,187423.0,CROISSANT AMANDES,1.0,1.4,2025-02-10 16:09:00,16,evening
2025-02-10,16:09,187423.0,CEREAL BAGUETTE,2.0,1.25,2025-02-10 16:09:00,16,evening
2025-02-10,16:09,187423.0,PAIN AUX RAISINS,1.0,1.4,2025-02-10 16:09:00,16,evening
2025-02-10,16:11,187424.0,BAGUETTE,1.0,0.9,2025-02-10 16:11:00,16,evening
2025-02-10,16:13,187425.0,TRADITIONAL BAGUETTE,3.0,1.2,2025-02-10 16:13:00,16,evening
2025-02-10,16:13,187425.0,CROISSANT,4.0,1.1,2025-02-10 16:13:00,16,evening
2025-02-10,16:19,187426.0,BANETTE,1.0,1.05,2025-02-10 16:19:00,16,evening
2025-02-10,16:21,187427.0,TRADITIONAL BAGUETTE,3.0,1.2,2025-02-10 16:21:00,16,evening
2025-02-10,16:34,187428.0,BANETTE,1.0,1.05,2025-02-10 16:34:00,16,evening
2025-02-10,16:35,187429.0,TRADITIONAL BAGUETTE,2.0,1.2,2025-02-10 16:35:00,16,evening
2025-02-10,16:44,187430.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 16:44:00,16,evening
2025-02-10,16:54,187431.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 16:54:00,16,evening
2025-02-10,16:55,187432.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 16:55:00,16,evening
2025-02-10,16:56,187433.0,CROISSANT AMANDES,1.0,1.4,2025-02-10 16:56:00,16,evening
2025-02-10,16:56,187433.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 16:56:00,16,evening
2025-02-10,16:56,187433.0,CROISSANT,1.0,1.1,2025-02-10 16:56:00,16,evening
2025-02-10,16:58,187434.0,BOISSON 33CL,1.0,1.5,2025-02-10 16:58:00,16,evening
2025-02-10,16:58,187434.0,COOKIE,1.0,1.0,2025-02-10 16:58:00,16,evening
2025-02-10,17:00,187435.0,NANTAIS,1.0,2.5,2025-02-10 17:00:00,17,evening
2025-02-10,17:00,187435.0,PAIN AU CHOCOLAT,2.0,1.2,2025-02-10 17:00:00,17,evening
2025-02-10,17:00,187435.0,CHAUSSON AUX POMMES,1.0,1.4,2025-02-10 17:00:00,17,evening
2025-02-10,17:00,187436.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 17:00:00,17,evening
2025-02-10,17:15,187437.0,TRADITIONAL BAGUETTE,5.0,1.2,2025-02-10 17:15:00,17,evening
2025-02-10,17:20,187438.0,BANETTINE,1.0,0.6,2025-02-10 17:20:00,17,evening
2025-02-10,17:23,187439.0,BANETTE,1.0,1.05,2025-02-10 17:23:00,17,evening
2025-02-10,17:23,187439.0,TRADITIONAL BAGUETTE,3.0,1.2,2025-02-10 17:23:00,17,evening
2025-02-10,17:23,187439.0,CROISSANT,1.0,1.1,2025-02-10 17:23:00,17,evening
2025-02-10,17:26,187440.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 17:26:00,17,evening
2025-02-10,17:27,187441.0,PAIN AUX RAISINS,1.0,1.4,2025-02-10 17:27:00,17,evening
2025-02-10,17:27,187441.0,TRADITIONAL BAGUETTE,3.0,1.2,2025-02-10 17:27:00,17,evening
2025-02-10,17:27,187442.0,TRADITIONAL BAGUETTE,2.0,1.2,2025-02-10 17:27:00,17,evening
2025-02-10,17:27,187442.0,VIENNOISE,1.0,1.1,2025-02-10 17:27:00,17,evening
2025-02-10,17:28,187443.0,VIK BREAD,1.0,2.5,2025-02-10 17:28:00,17,evening
2025-02-10,17:28,187443.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 17:28:00,17,evening
2025-02-10,17:28,187443.0,COUPE,1.0,0.15,2025-02-10 17:28:00,17,evening
2025-02-10,17:28,187443.0,VIENNOISE,1.0,1.1,2025-02-10 17:28:00,17,evening
2025-02-10,17:29,187444.0,BAGUETTE,1.0,0.9,2025-02-10 17:29:00,17,evening
2025-02-10,17:31,187445.0,CEREAL BAGUETTE,2.0,1.25,2025-02-10 17:31:00,17,evening
2025-02-10,17:35,187446.0,TRADITIONAL BAGUETTE,3.0,1.2,2025-02-10 17:35:00,17,evening
2025-02-10,17:35,187446.0,CROISSANT,2.0,1.1,2025-02-10 17:35:00,17,evening
2025-02-10,17:39,187448.0,BANETTE,3.0,1.05,2025-02-10 17:39:00,17,evening
2025-02-10,17:49,187449.0,COOKIE,1.0,1.0,2025-02-10 17:49:00,17,evening
2025-02-10,17:49,187449.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 17:49:00,17,evening
2025-02-10,17:50,187450.0,BAGUETTE,1.0,0.9,2025-02-10 17:50:00,17,evening
2025-02-10,17:50,187450.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 17:50:00,17,evening
2025-02-10,17:51,187451.0,VIK BREAD,1.0,2.5,2025-02-10 17:51:00,17,evening
2025-02-10,17:51,187451.0,SEIGLE,2.0,1.8,2025-02-10 17:51:00,17,evening
2025-02-10,17:51,187451.0,COUPE,2.0,0.15,2025-02-10 17:51:00,17,evening
2025-02-10,17:51,187451.0,COUPE,1.0,0.15,2025-02-10 17:51:00,17,evening
2025-02-10,17:54,187452.0,FLAN ABRICOT,1.0,2.1,2025-02-10 17:54:00,17,evening
2025-02-10,17:54,187452.0,PAIN BANETTE,1.0,1.4,2025-02-10 17:54:00,17,evening
2025-02-10,17:58,187453.0,TARTELETTE,1.0,2.0,2025-02-10 17:58:00,17,evening
2025-02-10,17:58,187453.0,FONDANT CHOCOLAT,1.0,2.5,2025-02-10 17:58:00,17,evening
2025-02-10,18:04,187454.0,TRADITIONAL BAGUETTE,4.0,1.2,2025-02-10 18:04:00,18,evening
2025-02-10,18:05,187455.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 18:05:00,18,evening
2025-02-10,18:06,187456.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 18:06:00,18,evening
2025-02-10,18:08,187457.0,PAIN BANETTE,2.0,1.4,2025-02-10 18:08:00,18,evening
2025-02-10,18:11,187458.0,BANETTE,1.0,1.05,2025-02-10 18:11:00,18,evening
2025-02-10,18:11,187458.0,CEREAL BAGUETTE,1.0,1.25,2025-02-10 18:11:00,18,evening
2025-02-10,18:16,187459.0,ECLAIR,1.0,2.0,2025-02-10 18:16:00,18,evening
2025-02-10,18:16,187459.0,BOISSON 33CL,1.0,1.5,2025-02-10 18:16:00,18,evening
2025-02-10,18:18,187460.0,TRADITIONAL BAGUETTE,2.0,1.2,2025-02-10 18:18:00,18,evening
2025-02-10,18:18,187461.0,BANETTE,2.0,1.05,2025-02-10 18:18:00,18,evening
2025-02-10,18:18,187461.0,PAIN AU CHOCOLAT,1.0,1.2,2025-02-10 18:18:00,18,evening
2025-02-10,18:19,187462.0,TRADITIONAL BAGUETTE,2.0,1.2,2025-02-10 18:19:00,18,evening
2025-02-10,18:19,187462.0,COOKIE,1.0,1.0,2025-02-10 18:19:00,18,evening
2025-02-10,18:20,187463.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 18:20:00,18,evening
2025-02-10,18:20,187463.0,PAIN CHOCO AMANDES,1.0,1.5,2025-02-10 18:20:00,18,evening
2025-02-10,18:23,187464.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 18:23:00,18,evening
2025-02-10,18:24,187465.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 18:24:00,18,evening
2025-02-10,18:24,187465.0,BANETTE,1.0,1.05,2025-02-10 18:24:00,18,evening
2025-02-10,18:25,187466.0,KOUIGN AMANN,1.0,2.1,2025-02-10 18:25:00,18,evening
2025-02-10,18:25,187466.0,TRADITIONAL BAGUETTE,2.0,1.2,2025-02-10 18:25:00,18,evening
2025-02-10,18:25,187467.0,TRADITIONAL BAGUETTE,1.0,1.2,2025-02-10 18:25:00,18,evening
2025-02-10,18:27,187468.0,TRADITIONAL BAGUETTE,2.0,1.2,2025-02-10 18:27:00,18,evening
