date,sku_id,daypart,sku_name,sku_category,base_quantity_sold,avg_unit_price,outlet_id,outlet_name,outlet_type,outlet_factor,daypart_factor,demand_noise
2026-02-18,cake_slice,morning,Cake Slice,Dessert,0,6.2,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,1.0444822299807668
2026-02-18,cake_slice,midday,Cake Slice,Dessert,0,6.2,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,0.9439488905722772
2026-02-18,cake_slice,evening,Cake Slice,Dessert,0,6.2,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,1.0429634026688548
2026-02-18,ham_cheese_sandwich,morning,Ham & Cheese Sandwich,Savory,7,6.666666666666667,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,0.9594214337452353
2026-02-18,ham_cheese_sandwich,midday,Ham & Cheese Sandwich,Savory,13,6.416666666666667,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,1.036756681277355
2026-02-18,ham_cheese_sandwich,evening,Ham & Cheese Sandwich,Savory,0,8.5,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,1.0302801060228293
2026-02-18,brioche,morning,Brioche,Pastry,1,6.0,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,1.005504290055605
2026-02-18,brioche,midday,Brioche,Pastry,2,6.0,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,1.0635631774527483
2026-02-18,brioche,evening,Brioche,Pastry,0,3.8,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,0.8743680742911452
2026-02-18,coffee_bun_sweet_bun,morning,Coffee Bun / Sweet Bun,Pastry,2,9.0,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,0.9148067025423248
2026-02-18,coffee_bun_sweet_bun,midday,Coffee Bun / Sweet Bun,Pastry,0,3.2,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,0.9783952261157572
2026-02-18,coffee_bun_sweet_bun,evening,Coffee Bun / Sweet Bun,Pastry,5,2.3,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,0.8845389289861342
2026-02-19,traditional_baguette,morning,Traditional Baguette,Bread,199,1.240677966101695,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,0.9674508388356235
2026-02-19,traditional_baguette,midday,Traditional Baguette,Bread,123,1.2805555555555557,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,0.970029576393796
2026-02-19,traditional_baguette,evening,Traditional Baguette,Bread,57,1.3029411764705885,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,1.1047747029333355
2026-02-19,butter_croissant,morning,Butter Croissant,Pastry,55,1.238095238095238,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,1.011402696183317
2026-02-19,butter_croissant,midday,Butter Croissant,Pastry,10,1.2,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,1.0823543660851103
2026-02-19,butter_croissant,evening,Butter Croissant,Pastry,3,1.3333333333333333,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,1.0241339775047775
2026-02-19,pain_au_chocolat,morning,Pain au Chocolat,Pastry,62,1.3,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,0.9571466183014348
2026-02-19,pain_au_chocolat,midday,Pain au Chocolat,Pastry,1,1.3,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,1.010697344619721
2026-02-19,pain_au_chocolat,evening,Pain au Chocolat,Pastry,5,1.3,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,1.0583541067145739
2026-02-19,country_sourdough,morning,Country Sourdough,Bread,27,2.0571428571428574,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,1.0954721061154065
2026-02-19,country_sourdough,midday,Country Sourdough,Bread,7,1.9714285714285715,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,0.9894151949652453
2026-02-19,country_sourdough,evening,Country Sourdough,Bread,6,1.9833333333333332,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,0.8681991484917645
2026-02-19,blueberry_muffin,morning,Blueberry Muffin,Dessert,0,3.8,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,0.8625758194062478
2026-02-19,blueberry_muffin,midday,Blueberry Muffin,Dessert,0,3.8,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,0.973886991190649
2026-02-19,blueberry_muffin,evening,Blueberry Muffin,Dessert,0,3.8,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,0.8129678799081621
2026-02-19,chocolate_cookie,morning,Chocolate Cookie,Dessert,3,1.15,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,1.1436083572589464
2026-02-19,chocolate_cookie,midday,Chocolate Cookie,Dessert,1,1.15,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,1.0477546585119786
2026-02-19,chocolate_cookie,evening,Chocolate Cookie,Dessert,9,1.15,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,0.9491466392402205
2026-02-19,brownie,morning,Brownie,Dessert,0,4.0,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,0.9112281924792963
2026-02-19,brownie,midday,Brownie,Dessert,0,4.0,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,1.0822495276780888
2026-02-19,brownie,evening,Brownie,Dessert,0,4.0,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,0.9109090275479196
2026-02-19,fruit_tart,morning,Fruit Tart,Dessert,7,2.2,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,0.9185418589119158
2026-02-19,fruit_tart,midday,Fruit Tart,Dessert,11,2.2,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,0.9387243247978646
2026-02-19,fruit_tart,evening,Fruit Tart,Dessert,3,3.0666666666666664,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,1.0091269931659461
2026-02-19,cake_slice,morning,Cake Slice,Dessert,0,6.2,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,1.049663795131792
2026-02-19,cake_slice,midday,Cake Slice,Dessert,0,6.2,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,1.095413778673253
2026-02-19,cake_slice,evening,Cake Slice,Dessert,0,6.2,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,1.083597703915736
2026-02-19,ham_cheese_sandwich,morning,Ham & Cheese Sandwich,Savory,6,6.0,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,1.0000618967387793
2026-02-19,ham_cheese_sandwich,midday,Ham & Cheese Sandwich,Savory,13,6.0,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,1.0816417579005067
2026-02-19,ham_cheese_sandwich,evening,Ham & Cheese Sandwich,Savory,0,8.5,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,0.9463200308818912
2026-02-19,brioche,morning,Brioche,Pastry,6,6.0,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,0.8543307188430427
2026-02-19,brioche,midday,Brioche,Pastry,0,3.8,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,0.9463095142631593
2026-02-19,brioche,evening,Brioche,Pastry,1,6.0,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,0.935499158857897
2026-02-19,coffee_bun_sweet_bun,morning,Coffee Bun / Sweet Bun,Pastry,2,2.3,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,0.9494410342560659
2026-02-19,coffee_bun_sweet_bun,midday,Coffee Bun / Sweet Bun,Pastry,5,4.533333333333333,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,0.9232500216606488
2026-02-19,coffee_bun_sweet_bun,evening,Coffee Bun / Sweet Bun,Pastry,3,2.3,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,0.9631112337936231
2026-02-20,traditional_baguette,morning,Traditional Baguette,Bread,175,1.2286516853932583,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,1.0496013771274861
2026-02-20,traditional_baguette,midday,Traditional Baguette,Bread,119,1.270625,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,1.1372205682130057
2026-02-20,traditional_baguette,evening,Traditional Baguette,Bread,60,1.2897058823529413,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,0.8619722820592781
2026-02-20,butter_croissant,morning,Butter Croissant,Pastry,80,1.2333333333333332,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,0.8969812298479405
2026-02-20,butter_croissant,midday,Butter Croissant,Pastry,15,1.2,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,0.9366842993017466
2026-02-20,butter_croissant,evening,Butter Croissant,Pastry,4,1.6,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,1.0612593501949275
2026-02-20,pain_au_chocolat,morning,Pain au Chocolat,Pastry,57,1.3,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,0.983604204562156
2026-02-20,pain_au_chocolat,midday,Pain au Chocolat,Pastry,10,1.3,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,0.9420712621517102
2026-02-20,pain_au_chocolat,evening,Pain au Chocolat,Pastry,0,4.4,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,1.0573386406164338
2026-02-20,country_sourdough,morning,Country Sourdough,Bread,34,1.9583333333333333,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,1.0765112213073575
2026-02-20,country_sourdough,midday,Country Sourdough,Bread,8,1.925,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,0.9984992032461096
2026-02-20,country_sourdough,evening,Country Sourdough,Bread,11,1.7600000000000002,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,0.9347024618703565
2026-02-20,blueberry_muffin,morning,Blueberry Muffin,Dessert,0,3.8,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,1.0216223653788314
2026-02-20,blueberry_muffin,midday,Blueberry Muffin,Dessert,0,3.8,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,0.9813385433237947
2026-02-20,blueberry_muffin,evening,Blueberry Muffin,Dessert,0,3.8,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,0.9807189404971631
2026-02-20,chocolate_cookie,morning,Chocolate Cookie,Dessert,6,1.15,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,0.9590079825118532
2026-02-20,chocolate_cookie,midday,Chocolate Cookie,Dessert,2,1.15,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,1.0739986597857671
2026-02-20,chocolate_cookie,evening,Chocolate Cookie,Dessert,8,1.15,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,1.0199904181061434
2026-02-20,brownie,morning,Brownie,Dessert,0,4.0,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,1.0828560705511705
2026-02-20,brownie,midday,Brownie,Dessert,0,4.0,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,1.10690609163825
2026-02-20,brownie,evening,Brownie,Dessert,0,4.0,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,1.0367184615093312
2026-02-20,fruit_tart,morning,Fruit Tart,Dessert,1,14.0,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,0.9594818308091878
2026-02-20,fruit_tart,midday,Fruit Tart,Dessert,2,6.75,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,1.0832260985775828
2026-02-20,fruit_tart,evening,Fruit Tart,Dessert,6,9.175,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,1.0372531761822683
2026-02-20,cake_slice,morning,Cake Slice,Dessert,0,6.2,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,1.208269422144611
2026-02-20,cake_slice,midday,Cake Slice,Dessert,0,6.2,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,1.024808231079575
2026-02-20,cake_slice,evening,Cake Slice,Dessert,0,6.2,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,1.0558150431211266
2026-02-20,ham_cheese_sandwich,morning,Ham & Cheese Sandwich,Savory,12,5.222222222222222,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,1.0232339113036826
2026-02-20,ham_cheese_sandwich,midday,Ham & Cheese Sandwich,Savory,17,6.0,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,0.9920721126505505
2026-02-20,ham_cheese_sandwich,evening,Ham & Cheese Sandwich,Savory,0,8.5,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,0.9792966760329946
2026-02-20,brioche,morning,Brioche,Pastry,3,6.0,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,1.0235395075726854
2026-02-20,brioche,midday,Brioche,Pastry,2,6.0,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,1.0416940601451083
2026-02-20,brioche,evening,Brioche,Pastry,0,3.8,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,1.092351031971554
2026-02-20,coffee_bun_sweet_bun,morning,Coffee Bun / Sweet Bun,Pastry,2,2.3,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,1.024708044664301
2026-02-20,coffee_bun_sweet_bun,midday,Coffee Bun / Sweet Bun,Pastry,0,3.2,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,0.9629688659659816
2026-02-20,coffee_bun_sweet_bun,evening,Coffee Bun / Sweet Bun,Pastry,4,2.3,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,0.9738516802720814
2026-02-21,traditional_baguette,morning,Traditional Baguette,Bread,267,1.2461538461538462,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,0.8941650445677456
2026-02-21,traditional_baguette,midday,Traditional Baguette,Bread,172,1.2735294117647058,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,1.1328971074857848
2026-02-21,traditional_baguette,evening,Traditional Baguette,Bread,60,1.1842105263157894,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,0.9567061109183321
2026-02-21,butter_croissant,morning,Butter Croissant,Pastry,100,1.2,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,1.0773952368110324
2026-02-21,butter_croissant,midday,Butter Croissant,Pastry,3,1.3333333333333333,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,1.0221240685954027
2026-02-21,butter_croissant,evening,Butter Croissant,Pastry,18,1.44,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,1.0242985464671526
2026-02-21,pain_au_chocolat,morning,Pain au Chocolat,Pastry,80,1.3,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,0.9906041699782131
2026-02-21,pain_au_chocolat,midday,Pain au Chocolat,Pastry,0,4.4,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,0.9369760889098662
2026-02-21,pain_au_chocolat,evening,Pain au Chocolat,Pastry,7,1.3,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,0.922517167960642
2026-02-21,country_sourdough,morning,Country Sourdough,Bread,92,1.947368421052632,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,1.138277231104395
2026-02-21,country_sourdough,midday,Country Sourdough,Bread,16,2.030769230769231,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,1.0091168863069797
2026-02-21,country_sourdough,evening,Country Sourdough,Bread,9,1.4875,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,1.090021419695012
2026-02-21,blueberry_muffin,morning,Blueberry Muffin,Dessert,0,3.8,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,1.11079255501162
2026-02-21,blueberry_muffin,midday,Blueberry Muffin,Dessert,0,3.8,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,0.9671322455920629
2026-02-21,blueberry_muffin,evening,Blueberry Muffin,Dessert,0,3.8,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,1.0338804612742276
2026-02-21,chocolate_cookie,morning,Chocolate Cookie,Dessert,2,1.15,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,1.0036008620393078
2026-02-21,chocolate_cookie,midday,Chocolate Cookie,Dessert,2,1.15,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,0.9074228957586489
2026-02-21,chocolate_cookie,evening,Chocolate Cookie,Dessert,11,1.15,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,0.9851616019276596
2026-02-21,brownie,morning,Brownie,Dessert,0,4.0,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,1.0470005272191383
2026-02-21,brownie,midday,Brownie,Dessert,0,4.0,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,0.9600776595991314
2026-02-21,brownie,evening,Brownie,Dessert,0,4.0,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,0.9740125443702511
2026-02-21,fruit_tart,morning,Fruit Tart,Dessert,9,13.814285714285717,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,0.9861306515691484
2026-02-21,fruit_tart,midday,Fruit Tart,Dessert,21,10.011111111111113,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,1.1689223465048082
2026-02-21,fruit_tart,evening,Fruit Tart,Dessert,5,4.6,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,0.8532760850316449
2026-02-21,cake_slice,morning,Cake Slice,Dessert,0,6.2,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,1.0401314639221808
2026-02-21,cake_slice,midday,Cake Slice,Dessert,0,6.2,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,0.9797328738198268
2026-02-21,cake_slice,evening,Cake Slice,Dessert,0,6.2,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,0.9487476073198053
2026-02-21,ham_cheese_sandwich,morning,Ham & Cheese Sandwich,Savory,5,5.5,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,0.9777699434274988
2026-02-21,ham_cheese_sandwich,midday,Ham & Cheese Sandwich,Savory,0,8.5,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,1.0533900995066738
2026-02-21,ham_cheese_sandwich,evening,Ham & Cheese Sandwich,Savory,0,8.5,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,1.0579618875216448
2026-02-21,brioche,morning,Brioche,Pastry,5,6.0,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,1.0148813697947803
2026-02-21,brioche,midday,Brioche,Pastry,2,6.0,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,1.0874193053165302
2026-02-21,brioche,evening,Brioche,Pastry,3,6.0,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,1.1015066396080462
2026-02-21,coffee_bun_sweet_bun,morning,Coffee Bun / Sweet Bun,Pastry,4,7.325,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,1.0653100753560492
2026-02-21,coffee_bun_sweet_bun,midday,Coffee Bun / Sweet Bun,Pastry,3,6.766666666666667,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,0.9563046039082225
2026-02-21,coffee_bun_sweet_bun,evening,Coffee Bun / Sweet Bun,Pastry,4,6.766666666666667,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,1.03955532393703
2026-02-22,traditional_baguette,morning,Traditional Baguette,Bread,361,1.24,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,1.0399360527310855
2026-02-22,traditional_baguette,midday,Traditional Baguette,Bread,229,1.263716814159292,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,0.9347494853082758
2026-02-22,traditional_baguette,evening,Traditional Baguette,Bread,0,3.2,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,0.8744448884756594
2026-02-22,butter_croissant,morning,Butter Croissant,Pastry,149,1.2153846153846153,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,0.8381779502900355
2026-02-22,butter_croissant,midday,Butter Croissant,Pastry,9,1.3333333333333333,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,1.0055884392089722
2026-02-22,butter_croissant,evening,Butter Croissant,Pastry,0,4.25,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,1.0238431771893535
2026-02-22,pain_au_chocolat,morning,Pain au Chocolat,Pastry,85,1.3,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,0.9054574737878068
2026-02-22,pain_au_chocolat,midday,Pain au Chocolat,Pastry,12,1.3,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,1.083682586604109
2026-02-22,pain_au_chocolat,evening,Pain au Chocolat,Pastry,0,4.4,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,1.012177451943713
2026-02-22,country_sourdough,morning,Country Sourdough,Bread,57,2.046,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,1.1079562091932282
2026-02-22,country_sourdough,midday,Country Sourdough,Bread,16,1.4857142857142858,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,1.0296428695986872
2026-02-22,country_sourdough,evening,Country Sourdough,Bread,0,6.0,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,0.9146933142496679
2026-02-22,blueberry_muffin,morning,Blueberry Muffin,Dessert,0,3.8,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,1.036662497063212
2026-02-22,blueberry_muffin,midday,Blueberry Muffin,Dessert,0,3.8,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,1.053608855589768
2026-02-22,blueberry_muffin,evening,Blueberry Muffin,Dessert,0,3.8,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,0.9561901131290396
2026-02-22,chocolate_cookie,morning,Chocolate Cookie,Dessert,4,1.15,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,0.88463256021521
2026-02-22,chocolate_cookie,midday,Chocolate Cookie,Dessert,0,2.5,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,1.0080236851445286
2026-02-22,chocolate_cookie,evening,Chocolate Cookie,Dessert,0,2.5,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,0.9199324291747052
2026-02-22,brownie,morning,Brownie,Dessert,0,4.0,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,1.0896710130448906
2026-02-22,brownie,midday,Brownie,Dessert,0,4.0,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,0.9674258655658726
2026-02-22,brownie,evening,Brownie,Dessert,0,4.0,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,1.1379680885194638
2026-02-22,fruit_tart,morning,Fruit Tart,Dessert,28,7.113333333333333,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,0.8300673065984931
2026-02-22,fruit_tart,midday,Fruit Tart,Dessert,5,2.85,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,1.010783648331612
2026-02-22,fruit_tart,evening,Fruit Tart,Dessert,0,5.5,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,1.1143514112081057
2026-02-22,cake_slice,morning,Cake Slice,Dessert,0,6.2,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,0.9287756547290162
2026-02-22,cake_slice,midday,Cake Slice,Dessert,0,6.2,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,0.9872639251498372
2026-02-22,cake_slice,evening,Cake Slice,Dessert,0,6.2,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,0.9677571428508764
2026-02-22,ham_cheese_sandwich,morning,Ham & Cheese Sandwich,Savory,4,5.0,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,0.9452985886278173
2026-02-22,ham_cheese_sandwich,midday,Ham & Cheese Sandwich,Savory,1,4.0,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,1.0195698112891425
2026-02-22,ham_cheese_sandwich,evening,Ham & Cheese Sandwich,Savory,0,8.5,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,0.8963662719200717
2026-02-22,brioche,morning,Brioche,Pastry,7,6.0,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,0.9911224974935819
2026-02-22,brioche,midday,Brioche,Pastry,3,6.0,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,1.0412795390147658
2026-02-22,brioche,evening,Brioche,Pastry,0,3.8,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,0.9827925030890685
2026-02-22,coffee_bun_sweet_bun,morning,Coffee Bun / Sweet Bun,Pastry,15,5.65,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,0.919983664001138
2026-02-22,coffee_bun_sweet_bun,midday,Coffee Bun / Sweet Bun,Pastry,11,6.32,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,1.0824148318881202
2026-02-22,coffee_bun_sweet_bun,evening,Coffee Bun / Sweet Bun,Pastry,0,3.2,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,1.058420556929348
2026-02-23,traditional_baguette,morning,Traditional Baguette,Bread,238,1.2222222222222223,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,0.9167050262957007
2026-02-23,traditional_baguette,midday,Traditional Baguette,Bread,170,1.2677884615384616,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,0.8964713947981967
2026-02-23,traditional_baguette,evening,Traditional Baguette,Bread,81,1.2860465116279072,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,0.9238460467204941
2026-02-23,butter_croissant,morning,Butter Croissant,Pastry,91,1.241025641025641,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,1.0436218532389772
2026-02-23,butter_croissant,midday,Butter Croissant,Pastry,10,1.28,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,1.0220458319170036
2026-02-23,butter_croissant,evening,Butter Croissant,Pastry,3,1.2,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,1.063206616995657
2026-02-23,pain_au_chocolat,morning,Pain au Chocolat,Pastry,73,1.3000000000000005,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,0.9739079825559508
2026-02-23,pain_au_chocolat,midday,Pain au Chocolat,Pastry,2,1.3,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,0.9260212609999914
2026-02-23,pain_au_chocolat,evening,Pain au Chocolat,Pastry,1,1.3,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,1.07350771907316
2026-02-23,country_sourdough,morning,Country Sourdough,Bread,35,1.875,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,0.9557241189239069
2026-02-23,country_sourdough,midday,Country Sourdough,Bread,20,1.7,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,1.0149238444683182
2026-02-23,country_sourdough,evening,Country Sourdough,Bread,4,2.375,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,0.8760060128707701
2026-02-23,blueberry_muffin,morning,Blueberry Muffin,Dessert,0,3.8,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,0.9544151660541761
2026-02-23,blueberry_muffin,midday,Blueberry Muffin,Dessert,0,3.8,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,1.080751705675321
2026-02-23,blueberry_muffin,evening,Blueberry Muffin,Dessert,0,3.8,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,0.9426980346664114
2026-02-23,chocolate_cookie,morning,Chocolate Cookie,Dessert,10,1.15,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,1.0651603057161199
2026-02-23,chocolate_cookie,midday,Chocolate Cookie,Dessert,0,2.5,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,0.8135184243049445
2026-02-23,chocolate_cookie,evening,Chocolate Cookie,Dessert,1,1.15,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,0.9552486672285451
2026-02-23,brownie,morning,Brownie,Dessert,0,4.0,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,0.9862916283297494
2026-02-23,brownie,midday,Brownie,Dessert,0,4.0,mid_valley_mall,Mid Valley Mall,mall,1.12,1.0,1.1394032242673924
2026-02-23,brownie,evening,Brownie,Dessert,0,4.0,mid_valley_mall,Mid Valley Mall,mall,1.12,0.9,0.9064749695988439
2026-02-23,fruit_tart,morning,Fruit Tart,Dessert,0,5.5,mid_valley_mall,Mid Valley Mall,mall,1.12,1.1,1.0536794636357671
